"","...1","review","paper_id","duration","rv_year","loc_multi_results","group_level1","group_level2","group_level3","rv","rv_depth","sample_depth","rv_units","stat_test","stat_type","trt1","trt1_int","trt1_int2","trt1_value","trt2","trt2_int","trt2_int2","trt2_value","significance","trt1_name","trt1_details","trt2_name","trt2_details","trt2_group1","trt2_group2","crop_type","system_group1","system_group2","mgmt_intention","norm_interp2","norm_interp3","group_level1_alt","group_level2_alt","norm_interp2_alt","norm_interp3_alt","per_change","grouping","normative_effect"
"3398",3597,"Continuous cover",4039,"2003-3","1","1;2","Economics","Income","Gross Return","profit by season, season 5","NA","NA","US$/ha/season","NA","mean",0,"NA","NA",-271.724137931034,3,"NA","NA",92.4137931034483,"NA","monocrop","maize","monocrop","maize;Crotalaria ochroleuca",2,"Legume;Non-Legume","Cereal","Uniform","Rainfed","NA","Positive","assumed societal benefit",NA,"NA","NA","NA",134.01,"Economics | Income | Gross Return","Positive | assumed societal benefit"
"3399",3598,"Continuous cover",4039,"2003-3","1","1;2","Economics","Income","Gross Return","profit by season, season 5","NA","NA","US$/ha/season","NA","mean",2,"NA","NA",528.275862068965,1,"NA","NA",-64.8275862068965,"NA","monocrop","maize;soybean","alley crop","maize;desmodium;brachiaria",3,"Legume & Non-Legume","Cereal","Uniform","Rainfed","NA","Positive","assumed societal benefit",NA,"NA","NA","NA",-112.27,"Economics | Income | Gross Return","Positive | assumed societal benefit"
"3400",3599,"Continuous cover",4039,"2003-3","1","1;2","Economics","Income","Gross Return","profit by season, season 5","NA","NA","US$/ha/season","NA","mean",3,"NA","NA",92.4137931034483,1,"NA","NA",-64.8275862068965,"NA","monocrop","maize;Crotalaria ochroleuca","alley crop","maize;desmodium;brachiaria",3,"Legume & Non-Legume","Cereal","Uniform","Rainfed","NA","Positive","assumed societal benefit",NA,"NA","NA","NA",-170.15,"Economics | Income | Gross Return","Positive | assumed societal benefit"
"3401",3600,"Continuous cover",4039,"2003-3","1","1;2","Economics","Income","Gross Return","profit by season, season 6","NA","NA","US$/ha/season","NA","mean",0,"NA","NA",-48.2758620689655,1,"NA","NA",373.793103448275,"NA","monocrop","maize","alley crop","maize;desmodium;brachiaria",3,"Legume & Non-Legume","Cereal","Uniform","Rainfed","NA","Positive","assumed societal benefit",NA,"NA","NA","NA",874.29,"Economics | Income | Gross Return","Positive | assumed societal benefit"
"3402",3601,"Continuous cover",4039,"2003-3","1","1;2","Economics","Income","Gross Return","profit by season, season 6","NA","NA","US$/ha/season","NA","mean",0,"NA","NA",-48.2758620689655,2,"NA","NA",-15.1724137931034,"NA","monocrop","maize","monocrop","maize;soybean",2,"Legume;Non-Legume","Cereal","Uniform","Rainfed","NA","Positive","assumed societal benefit",NA,"NA","NA","NA",-68.57,"Economics | Income | Gross Return","Positive | assumed societal benefit"
"3403",3602,"Continuous cover",4039,"2003-3","1","1;2","Economics","Income","Gross Return","profit by season, season 6","NA","NA","US$/ha/season","NA","mean",0,"NA","NA",-48.2758620689655,3,"NA","NA",-15.1724137931034,"NA","monocrop","maize","monocrop","maize;Crotalaria ochroleuca",2,"Legume;Non-Legume","Cereal","Uniform","Rainfed","NA","Positive","assumed societal benefit",NA,"NA","NA","NA",-68.57,"Economics | Income | Gross Return","Positive | assumed societal benefit"
"3404",3603,"Continuous cover",4039,"2003-3","1","1;2","Economics","Income","Gross Return","profit by season, season 6","NA","NA","US$/ha/season","NA","mean",2,"NA","NA",-15.1724137931034,1,"NA","NA",373.793103448275,"NA","monocrop","maize;soybean","alley crop","maize;desmodium;brachiaria",3,"Legume & Non-Legume","Cereal","Uniform","Rainfed","NA","Positive","assumed societal benefit",NA,"NA","NA","NA",2563.64,"Economics | Income | Gross Return","Positive | assumed societal benefit"
"3405",3604,"Continuous cover",4039,"2003-3","1","1;2","Economics","Income","Gross Return","profit by season, season 6","NA","NA","US$/ha/season","NA","mean",3,"NA","NA",-15.1724137931034,1,"NA","NA",373.793103448275,"NA","monocrop","maize;Crotalaria ochroleuca","alley crop","maize;desmodium;brachiaria",3,"Legume & Non-Legume","Cereal","Uniform","Rainfed","NA","Positive","assumed societal benefit",NA,"NA","NA","NA",2563.64,"Economics | Income | Gross Return","Positive | assumed societal benefit"
"3406",3605,"Continuous cover",4036,"2009-2","1","1;2","Economics","Costs","Variable Cost","seed and fertilizer costs, first season","NA","NA","USD/ha/season","NA","mean",0,"NA","NA",259.214501510574,NA,"NA","NA",293.655589123867,"NA","monocrop","maize","intercrop","maize;Desmodium",2,"Legume & Non-Legume","Cereal;Fodder","Uniform","Rainfed","Economics;Crop Yields","Negative","dependent on other factors",NA,"NA","NA","NA",13.29,"Economics | Costs | Variable Cost","Negative | dependent on other factors"
"3407",3606,"Continuous cover",4036,"2009-2","1;2","1;2","Economics","Costs","Variable Cost","seed and fertilizer costs, second through fourth seasons","NA","NA","USD/ha/season","NA","mean",0,"NA","NA",259.214501510574,NA,"NA","NA",259.214501510574,"NA","monocrop","maize","intercrop","maize;Desmodium",2,"Legume & Non-Legume","Cereal;Fodder","Uniform","Rainfed","Economics;Crop Yields","Negative","dependent on other factors",NA,"NA","NA","NA",0,"Economics | Costs | Variable Cost","Negative | dependent on other factors"
"3408",3607,"Continuous cover",4036,"2009-2","1","1;2","Economics","Costs","Total Cost","total costs, first season","NA","NA","USD/ha/season","NA","mean",0,"NA","NA",460.422960725075,NA,"NA","NA",547.432024169184,"NA","monocrop","maize","intercrop","maize;Desmodium",2,"Legume & Non-Legume","Cereal;Fodder","Uniform","Rainfed","Economics;Crop Yields","Negative","assumed societal harm",NA,"NA","NA","NA",18.9,"Economics | Costs | Total Cost","Negative | assumed societal harm"
"3409",3608,"Continuous cover",4039,"2003-3","1;2;3","1;2","Economics","Costs","Total Cost","total costs, main seasons","NA","NA","US$/ha/season","NA","mean",0,"NA","NA",187,1,"NA","NA",148,"NA","monocrop","maize","alley crop","maize;desmodium;brachiaria",3,"Legume & Non-Legume","Cereal","Uniform","Rainfed","NA","Negative","assumed societal harm",NA,"NA","NA","NA",-20.86,"Economics | Costs | Total Cost","Negative | assumed societal harm"
"3410",3609,"Continuous cover",4039,"2003-3","1;2;3","1;2","Economics","Costs","Total Cost","total costs, main seasons","NA","NA","US$/ha/season","NA","mean",0,"NA","NA",187,2,"NA","NA",162,"NA","monocrop","maize","monocrop","maize;soybean",2,"Legume;Non-Legume","Cereal","Uniform","Rainfed","NA","Negative","assumed societal harm",NA,"NA","NA","NA",-13.37,"Economics | Costs | Total Cost","Negative | assumed societal harm"
"3411",3610,"Continuous cover",4039,"2003-3","1;2;3","1;2","Economics","Costs","Total Cost","total costs, main seasons","NA","NA","US$/ha/season","NA","mean",0,"NA","NA",187,3,"NA","NA",157,"NA","monocrop","maize","monocrop","maize;Crotalaria ochroleuca",2,"Legume;Non-Legume","Cereal","Uniform","Rainfed","NA","Negative","assumed societal harm",NA,"NA","NA","NA",-16.04,"Economics | Costs | Total Cost","Negative | assumed societal harm"
"3412",3611,"Continuous cover",4039,"2003-3","1;2;3","1;2","Economics","Costs","Total Cost","total costs, main seasons","NA","NA","US$/ha/season","NA","mean",2,"NA","NA",162,1,"NA","NA",148,"NA","monocrop","maize;soybean","alley crop","maize;desmodium;brachiaria",3,"Legume & Non-Legume","Cereal","Uniform","Rainfed","NA","Negative","assumed societal harm",NA,"NA","NA","NA",-8.64,"Economics | Costs | Total Cost","Negative | assumed societal harm"
"3413",3612,"Continuous cover",4039,"2003-3","1;2;3","1;2","Economics","Costs","Total Cost","total costs, main seasons","NA","NA","US$/ha/season","NA","mean",3,"NA","NA",157,1,"NA","NA",148,"NA","monocrop","maize;Crotalaria ochroleuca","alley crop","maize;desmodium;brachiaria",3,"Legume & Non-Legume","Cereal","Uniform","Rainfed","NA","Negative","assumed societal harm",NA,"NA","NA","NA",-5.73,"Economics | Costs | Total Cost","Negative | assumed societal harm"
"3414",3613,"Continuous cover",4039,"2003-3","1;2;3","1;2","Economics","Costs","Total Cost","total costs, minor seasons","NA","NA","US$/ha/season","NA","mean",0,"NA","NA",188,1,"NA","NA",144,"NA","monocrop","maize","alley crop","maize;desmodium;brachiaria",3,"Legume & Non-Legume","Cereal","Uniform","Rainfed","NA","Negative","assumed societal harm",NA,"NA","NA","NA",-23.4,"Economics | Costs | Total Cost","Negative | assumed societal harm"
"3415",3614,"Continuous cover",4039,"2003-3","1;2;3","1;2","Economics","Costs","Total Cost","total costs, minor seasons","NA","NA","US$/ha/season","NA","mean",0,"NA","NA",188,2,"NA","NA",189,"NA","monocrop","maize","monocrop","maize;soybean",2,"Legume;Non-Legume","Cereal","Uniform","Rainfed","NA","Negative","assumed societal harm",NA,"NA","NA","NA",0.53,"Economics | Costs | Total Cost","Negative | assumed societal harm"
"3416",3615,"Continuous cover",4039,"2003-3","1;2;3","1;2","Economics","Costs","Total Cost","total costs, minor seasons","NA","NA","US$/ha/season","NA","mean",0,"NA","NA",188,3,"NA","NA",199,"NA","monocrop","maize","monocrop","maize;Crotalaria ochroleuca",2,"Legume;Non-Legume","Cereal","Uniform","Rainfed","NA","Negative","assumed societal harm",NA,"NA","NA","NA",5.85,"Economics | Costs | Total Cost","Negative | assumed societal harm"
"3417",3616,"Continuous cover",4039,"2003-3","1;2;3","1;2","Economics","Costs","Total Cost","total costs, minor seasons","NA","NA","US$/ha/season","NA","mean",2,"NA","NA",189,1,"NA","NA",144,"NA","monocrop","maize;soybean","alley crop","maize;desmodium;brachiaria",3,"Legume & Non-Legume","Cereal","Uniform","Rainfed","NA","Negative","assumed societal harm",NA,"NA","NA","NA",-23.81,"Economics | Costs | Total Cost","Negative | assumed societal harm"
"3418",3617,"Continuous cover",4039,"2003-3","1;2;3","1;2","Economics","Costs","Total Cost","total costs, minor seasons","NA","NA","US$/ha/season","NA","mean",3,"NA","NA",199,1,"NA","NA",144,"NA","monocrop","maize;Crotalaria ochroleuca","alley crop","maize;desmodium;brachiaria",3,"Legume & Non-Legume","Cereal","Uniform","Rainfed","NA","Negative","assumed societal harm",NA,"NA","NA","NA",-27.64,"Economics | Costs | Total Cost","Negative | assumed societal harm"
"3419",3618,"Continuous cover",4036,"2009-2","1;2","1;2","Economics","Costs","Total Cost","total costs, second through fourth seasons","NA","NA","USD/ha/season","NA","mean",0,"NA","NA",460.422960725075,NA,"NA","NA",598.187311178247,"NA","monocrop","maize","intercrop","maize;Desmodium",2,"Legume & Non-Legume","Cereal;Fodder","Uniform","Rainfed","Economics;Crop Yields","Negative","assumed societal harm",NA,"NA","NA","NA",29.92,"Economics | Costs | Total Cost","Negative | assumed societal harm"
"3420",3619,"Continuous cover",4039,"2003-3","1;2;3","1;2","Economics","Income","Gross Return","total profits, main seasons","NA","NA","US$/ha/season","NA","mean",0,"NA","NA",-25,1,"NA","NA",345,"NA","monocrop","maize","alley crop","maize;desmodium;brachiaria",3,"Legume & Non-Legume","Cereal","Uniform","Rainfed","NA","Positive","assumed societal benefit",NA,"NA","NA","NA",1480,"Economics | Income | Gross Return","Positive | assumed societal benefit"
"3421",3620,"Continuous cover",4039,"2003-3","1;2;3","1;2","Economics","Income","Gross Return","total profits, main seasons","NA","NA","US$/ha/season","NA","mean",0,"NA","NA",-25,2,"NA","NA",74,"NA","monocrop","maize","monocrop","maize;soybean",2,"Legume;Non-Legume","Cereal","Uniform","Rainfed","NA","Positive","assumed societal benefit",NA,"NA","NA","NA",396,"Economics | Income | Gross Return","Positive | assumed societal benefit"
"3422",3621,"Continuous cover",4039,"2003-3","1;2;3","1;2","Economics","Income","Gross Return","total profits, main seasons","NA","NA","US$/ha/season","NA","mean",0,"NA","NA",-25,3,"NA","NA",-135,"NA","monocrop","maize","monocrop","maize;Crotalaria ochroleuca",2,"Legume;Non-Legume","Cereal","Uniform","Rainfed","NA","Positive","assumed societal benefit",NA,"NA","NA","NA",-440,"Economics | Income | Gross Return","Positive | assumed societal benefit"
"3423",3622,"Continuous cover",4039,"2003-3","1;2;3","1;2","Economics","Income","Gross Return","total profits, main seasons","NA","NA","US$/ha/season","NA","mean",2,"NA","NA",74,1,"NA","NA",345,"NA","monocrop","maize;soybean","alley crop","maize;desmodium;brachiaria",3,"Legume & Non-Legume","Cereal","Uniform","Rainfed","NA","Positive","assumed societal benefit",NA,"NA","NA","NA",366.22,"Economics | Income | Gross Return","Positive | assumed societal benefit"
"3424",3623,"Continuous cover",4039,"2003-3","1;2;3","1;2","Economics","Income","Gross Return","total profits, main seasons","NA","NA","US$/ha/season","NA","mean",3,"NA","NA",-135,1,"NA","NA",345,"NA","monocrop","maize;Crotalaria ochroleuca","alley crop","maize;desmodium;brachiaria",3,"Legume & Non-Legume","Cereal","Uniform","Rainfed","NA","Positive","assumed societal benefit",NA,"NA","NA","NA",355.56,"Economics | Income | Gross Return","Positive | assumed societal benefit"
"3425",3624,"Continuous cover",4039,"2003-3","1;2;3","1;2","Economics","Income","Gross Return","total profits, minor seasons","NA","NA","US$/ha/season","NA","mean",0,"NA","NA",12,1,"NA","NA",249,"NA","monocrop","maize","alley crop","maize;desmodium;brachiaria",3,"Legume & Non-Legume","Cereal","Uniform","Rainfed","NA","Positive","assumed societal benefit",NA,"NA","NA","NA",1975,"Economics | Income | Gross Return","Positive | assumed societal benefit"
"3426",3625,"Continuous cover",4039,"2003-3","1;2;3","1;2","Economics","Income","Gross Return","total profits, minor seasons","NA","NA","US$/ha/season","NA","mean",0,"NA","NA",12,2,"NA","NA",19,"NA","monocrop","maize","monocrop","maize;soybean",2,"Legume;Non-Legume","Cereal","Uniform","Rainfed","NA","Positive","assumed societal benefit",NA,"NA","NA","NA",58.33,"Economics | Income | Gross Return","Positive | assumed societal benefit"
"3427",3626,"Continuous cover",4039,"2003-3","1;2;3","1;2","Economics","Income","Gross Return","total profits, minor seasons","NA","NA","US$/ha/season","NA","mean",0,"NA","NA",12,3,"NA","NA",52,"NA","monocrop","maize","monocrop","maize;Crotalaria ochroleuca",2,"Legume;Non-Legume","Cereal","Uniform","Rainfed","NA","Positive","assumed societal benefit",NA,"NA","NA","NA",333.33,"Economics | Income | Gross Return","Positive | assumed societal benefit"
"3428",3627,"Continuous cover",4039,"2003-3","1;2;3","1;2","Economics","Income","Gross Return","total profits, minor seasons","NA","NA","US$/ha/season","NA","mean",2,"NA","NA",19,1,"NA","NA",249,"NA","monocrop","maize;soybean","alley crop","maize;desmodium;brachiaria",3,"Legume & Non-Legume","Cereal","Uniform","Rainfed","NA","Positive","assumed societal benefit",NA,"NA","NA","NA",1210.53,"Economics | Income | Gross Return","Positive | assumed societal benefit"
"3429",3628,"Continuous cover",4039,"2003-3","1;2;3","1;2","Economics","Income","Gross Return","total profits, minor seasons","NA","NA","US$/ha/season","NA","mean",3,"NA","NA",52,1,"NA","NA",249,"NA","monocrop","maize;Crotalaria ochroleuca","alley crop","maize;desmodium;brachiaria",3,"Legume & Non-Legume","Cereal","Uniform","Rainfed","NA","Positive","assumed societal benefit",NA,"NA","NA","NA",378.85,"Economics | Income | Gross Return","Positive | assumed societal benefit"
"3430",3629,"Continuous cover",4039,"2003-3","1;2;3","1;2","Economics","Income","Gross Return","total revenue, main seasons","NA","NA","US$/ha/season","NA","mean",0,"NA","NA",161,1,"NA","NA",492,"NA","monocrop","maize","alley crop","maize;desmodium;brachiaria",3,"Legume & Non-Legume","Cereal","Uniform","Rainfed","NA","Positive","assumed societal benefit",NA,"NA","NA","NA",205.59,"Economics | Income | Gross Return","Positive | assumed societal benefit"
"3431",3630,"Continuous cover",4039,"2003-3","1;2;3","1;2","Economics","Income","Gross Return","total revenue, main seasons","NA","NA","US$/ha/season","NA","mean",0,"NA","NA",161,2,"NA","NA",237,"NA","monocrop","maize","monocrop","maize;soybean",2,"Legume;Non-Legume","Cereal","Uniform","Rainfed","NA","Positive","assumed societal benefit",NA,"NA","NA","NA",47.2,"Economics | Income | Gross Return","Positive | assumed societal benefit"
"3432",3631,"Continuous cover",4039,"2003-3","1;2;3","1;2","Economics","Income","Gross Return","total revenue, main seasons","NA","NA","US$/ha/season","NA","mean",0,"NA","NA",161,3,"NA","NA",23,"NA","monocrop","maize","monocrop","maize;Crotalaria ochroleuca",2,"Legume;Non-Legume","Cereal","Uniform","Rainfed","NA","Positive","assumed societal benefit",NA,"NA","NA","NA",-85.71,"Economics | Income | Gross Return","Positive | assumed societal benefit"
"3433",3632,"Continuous cover",4039,"2003-3","1;2;3","1;2","Economics","Income","Gross Return","total revenue, main seasons","NA","NA","US$/ha/season","NA","mean",2,"NA","NA",237,1,"NA","NA",492,"NA","monocrop","maize;soybean","alley crop","maize;desmodium;brachiaria",3,"Legume & Non-Legume","Cereal","Uniform","Rainfed","NA","Positive","assumed societal benefit",NA,"NA","NA","NA",107.59,"Economics | Income | Gross Return","Positive | assumed societal benefit"
"3434",3633,"Continuous cover",4039,"2003-3","1;2;3","1;2","Economics","Income","Gross Return","total revenue, main seasons","NA","NA","US$/ha/season","NA","mean",3,"NA","NA",23,1,"NA","NA",492,"NA","monocrop","maize;Crotalaria ochroleuca","alley crop","maize;desmodium;brachiaria",3,"Legume & Non-Legume","Cereal","Uniform","Rainfed","NA","Positive","assumed societal benefit",NA,"NA","NA","NA",2039.13,"Economics | Income | Gross Return","Positive | assumed societal benefit"
"3435",3634,"Continuous cover",4039,"2003-3","1;2;3","1;2","Economics","Income","Gross Return","total revenue, minor seasons","NA","NA","US$/ha/season","NA","mean",0,"NA","NA",200,1,"NA","NA",393,"NA","monocrop","maize","alley crop","maize;desmodium;brachiaria",3,"Legume & Non-Legume","Cereal","Uniform","Rainfed","NA","Positive","assumed societal benefit",NA,"NA","NA","NA",96.5,"Economics | Income | Gross Return","Positive | assumed societal benefit"
"3436",3635,"Continuous cover",4039,"2003-3","1;2;3","1;2","Economics","Income","Gross Return","total revenue, minor seasons","NA","NA","US$/ha/season","NA","mean",0,"NA","NA",200,2,"NA","NA",208,"NA","monocrop","maize","monocrop","maize;soybean",2,"Legume;Non-Legume","Cereal","Uniform","Rainfed","NA","Positive","assumed societal benefit",NA,"NA","NA","NA",4,"Economics | Income | Gross Return","Positive | assumed societal benefit"
"3437",3636,"Continuous cover",4039,"2003-3","1;2;3","1;2","Economics","Income","Gross Return","total revenue, minor seasons","NA","NA","US$/ha/season","NA","mean",0,"NA","NA",200,3,"NA","NA",251,"NA","monocrop","maize","monocrop","maize;Crotalaria ochroleuca",2,"Legume;Non-Legume","Cereal","Uniform","Rainfed","NA","Positive","assumed societal benefit",NA,"NA","NA","NA",25.5,"Economics | Income | Gross Return","Positive | assumed societal benefit"
"3438",3637,"Continuous cover",4039,"2003-3","1;2;3","1;2","Economics","Income","Gross Return","total revenue, minor seasons","NA","NA","US$/ha/season","NA","mean",2,"NA","NA",208,1,"NA","NA",393,"NA","monocrop","maize;soybean","alley crop","maize;desmodium;brachiaria",3,"Legume & Non-Legume","Cereal","Uniform","Rainfed","NA","Positive","assumed societal benefit",NA,"NA","NA","NA",88.94,"Economics | Income | Gross Return","Positive | assumed societal benefit"
"3439",3638,"Continuous cover",4039,"2003-3","1;2;3","1;2","Economics","Income","Gross Return","total revenue, minor seasons","NA","NA","US$/ha/season","NA","mean",3,"NA","NA",251,1,"NA","NA",393,"NA","monocrop","maize;Crotalaria ochroleuca","alley crop","maize;desmodium;brachiaria",3,"Legume & Non-Legume","Cereal","Uniform","Rainfed","NA","Positive","assumed societal benefit",NA,"NA","NA","NA",56.57,"Economics | Income | Gross Return","Positive | assumed societal benefit"
"3440",3639,"Continuous cover",4031,"2012-2","1;2","1;2;3;4;5","Economics","Income","Gross Return","total value of produce (crop, livestock, tree)","NA","NA","1000 KES/ha/yr","NA","mean",0,"NA","NA",180,2,"NA","NA",268,"NA","monocrop","maize","alley crop","maize;tree",2,"Legume & Non-Legume","Cereal;Tree","Variable","Rainfed","Ecosystem Services","Positive","assumed societal benefit",NA,"NA","NA","NA",48.89,"Economics | Income | Gross Return","Positive | assumed societal benefit"
"3441",3640,"Continuous cover",4037,"2003-5","1;2;3;4;5","1","Economics","Costs","Variable Cost","total variable costs, conventional tillage, crop residue added","NA","NA","US$/ha","tukey","mean",0,"3","6",368,1,"3","6",352,"NA","monocrop","maize","monocrop","maize;soybean",1,"Legume;Non-Legume","Cereal;Bean","Uniform","Rainfed","NA","Negative","dependent on other factors",NA,"NA","NA","NA",-4.35,"Economics | Costs | Variable Cost","Negative | dependent on other factors"
"3442",3641,"Continuous cover",4037,"2003-5","1;2;3;4;5","1","Economics","Costs","Variable Cost","total variable costs, conventional tillage, crop residue added","NA","NA","US$/ha","tukey","mean",0,"3","6",368,2,"3","6",248,"NA","monocrop","maize","intercrop","maize;soybean",2,"Legume & Non-Legume","Cereal;Bean","Uniform","Rainfed","NA","Negative","dependent on other factors",NA,"NA","NA","NA",-32.61,"Economics | Costs | Variable Cost","Negative | dependent on other factors"
"3443",3642,"Continuous cover",4037,"2003-5","1;2;3;4;5","1","Economics","Costs","Variable Cost","total variable costs, conventional tillage, crop residue added","NA","NA","US$/ha","tukey","mean",1,"3","6",352,2,"3","6",248,"NA","monocrop","maize;soybean","intercrop","maize;soybean",2,"Legume & Non-Legume","Cereal;Bean","Uniform","Rainfed","NA","Negative","dependent on other factors",NA,"NA","NA","NA",-29.55,"Economics | Costs | Variable Cost","Negative | dependent on other factors"
"3444",3643,"Continuous cover",4037,"2003-5","1;2;3;4;5","1","Economics","Costs","Variable Cost","total variable costs, conventional tillage, crop residue added","NA","NA","US$/ha","tukey","mean",0,"3","6",322,1,"3","6",401,"NA","monocrop","maize","monocrop","maize;soybean",1,"Legume;Non-Legume","Cereal;Bean","Uniform","Rainfed","NA","Negative","dependent on other factors",NA,"NA","NA","NA",24.53,"Economics | Costs | Variable Cost","Negative | dependent on other factors"
"3445",3644,"Continuous cover",4037,"2003-5","1;2;3;4;5","1","Economics","Costs","Variable Cost","total variable costs, conventional tillage, crop residue added","NA","NA","US$/ha","tukey","mean",0,"3","6",322,2,"3","6",359,"NA","monocrop","maize","intercrop","maize;soybean",2,"Legume & Non-Legume","Cereal;Bean","Uniform","Rainfed","NA","Negative","dependent on other factors",NA,"NA","NA","NA",11.49,"Economics | Costs | Variable Cost","Negative | dependent on other factors"
"3446",3645,"Continuous cover",4037,"2003-5","1;2;3;4;5","1","Economics","Costs","Variable Cost","total variable costs, conventional tillage, crop residue added","NA","NA","US$/ha","tukey","mean",1,"3","6",401,2,"3","6",359,"NA","monocrop","maize;soybean","intercrop","maize;soybean",2,"Legume & Non-Legume","Cereal;Bean","Uniform","Rainfed","NA","Negative","dependent on other factors",NA,"NA","NA","NA",-10.47,"Economics | Costs | Variable Cost","Negative | dependent on other factors"
"3447",3646,"Continuous cover",4037,"2003-5","1;2;3;4;5","1","Economics","Costs","Variable Cost","total variable costs, conventional tillage, no crop residue added","NA","NA","US$/ha","tukey","mean",0,"3","5",356,1,"3","5",345,"NA","monocrop","maize","monocrop","maize;soybean",1,"Legume;Non-Legume","Cereal;Bean","Uniform","Rainfed","NA","Negative","dependent on other factors",NA,"NA","NA","NA",-3.09,"Economics | Costs | Variable Cost","Negative | dependent on other factors"
"3448",3647,"Continuous cover",4037,"2003-5","1;2;3;4;5","1","Economics","Costs","Variable Cost","total variable costs, conventional tillage, no crop residue added","NA","NA","US$/ha","tukey","mean",0,"3","5",356,2,"3","5",240,"NA","monocrop","maize","intercrop","maize;soybean",2,"Legume & Non-Legume","Cereal;Bean","Uniform","Rainfed","NA","Negative","dependent on other factors",NA,"NA","NA","NA",-32.58,"Economics | Costs | Variable Cost","Negative | dependent on other factors"
"3449",3648,"Continuous cover",4037,"2003-5","1;2;3;4;5","1","Economics","Costs","Variable Cost","total variable costs, conventional tillage, no crop residue added","NA","NA","US$/ha","tukey","mean",1,"3","5",345,2,"3","5",240,"NA","monocrop","maize;soybean","intercrop","maize;soybean",2,"Legume & Non-Legume","Cereal;Bean","Uniform","Rainfed","NA","Negative","dependent on other factors",NA,"NA","NA","NA",-30.43,"Economics | Costs | Variable Cost","Negative | dependent on other factors"
"3450",3649,"Continuous cover",4037,"2003-5","1;2;3;4;5","1","Economics","Costs","Variable Cost","total variable costs, conventional tillage, no crop residue added","NA","NA","US$/ha","tukey","mean",0,"3","5",322,1,"3","5",435,"NA","monocrop","maize","monocrop","maize;soybean",1,"Legume;Non-Legume","Cereal;Bean","Uniform","Rainfed","NA","Negative","dependent on other factors",NA,"NA","NA","NA",35.09,"Economics | Costs | Variable Cost","Negative | dependent on other factors"
"3451",3650,"Continuous cover",4037,"2003-5","1;2;3;4;5","1","Economics","Costs","Variable Cost","total variable costs, conventional tillage, no crop residue added","NA","NA","US$/ha","tukey","mean",0,"3","5",322,2,"3","5",384,"NA","monocrop","maize","intercrop","maize;soybean",2,"Legume & Non-Legume","Cereal;Bean","Uniform","Rainfed","NA","Negative","dependent on other factors",NA,"NA","NA","NA",19.25,"Economics | Costs | Variable Cost","Negative | dependent on other factors"
"3452",3651,"Continuous cover",4037,"2003-5","1;2;3;4;5","1","Economics","Costs","Variable Cost","total variable costs, conventional tillage, no crop residue added","NA","NA","US$/ha","tukey","mean",1,"3","5",435,2,"3","5",384,"NA","monocrop","maize;soybean","intercrop","maize;soybean",2,"Legume & Non-Legume","Cereal;Bean","Uniform","Rainfed","NA","Negative","dependent on other factors",NA,"NA","NA","NA",-11.72,"Economics | Costs | Variable Cost","Negative | dependent on other factors"
"3453",3652,"Continuous cover",4037,"2003-5","1;2;3;4;5","1","Economics","Costs","Variable Cost","total variable costs, reduced tillage, crop residue added","NA","NA","US$/ha","tukey","mean",0,"4","6",321,1,"4","6",305,"NA","monocrop","maize","monocrop","maize;soybean",1,"Legume;Non-Legume","Cereal;Bean","Uniform","Rainfed","NA","Negative","dependent on other factors",NA,"NA","NA","NA",-4.98,"Economics | Costs | Variable Cost","Negative | dependent on other factors"
"3454",3653,"Continuous cover",4037,"2003-5","1;2;3;4;5","1","Economics","Costs","Variable Cost","total variable costs, reduced tillage, crop residue added","NA","NA","US$/ha","tukey","mean",0,"4","6",321,2,"4","6",222,"NA","monocrop","maize","intercrop","maize;soybean",2,"Legume & Non-Legume","Cereal;Bean","Uniform","Rainfed","NA","Negative","dependent on other factors",NA,"NA","NA","NA",-30.84,"Economics | Costs | Variable Cost","Negative | dependent on other factors"
"3455",3654,"Continuous cover",4037,"2003-5","1;2;3;4;5","1","Economics","Costs","Variable Cost","total variable costs, reduced tillage, crop residue added","NA","NA","US$/ha","tukey","mean",1,"4","6",305,2,"4","6",222,"NA","monocrop","maize;soybean","intercrop","maize;soybean",2,"Legume & Non-Legume","Cereal;Bean","Uniform","Rainfed","NA","Negative","dependent on other factors",NA,"NA","NA","NA",-27.21,"Economics | Costs | Variable Cost","Negative | dependent on other factors"
"3456",3655,"Continuous cover",4037,"2003-5","1;2;3;4;5","1","Economics","Costs","Variable Cost","total variable costs, reduced tillage, crop residue added","NA","NA","US$/ha","tukey","mean",0,"4","6",289,1,"4","6",374,"NA","monocrop","maize","monocrop","maize;soybean",1,"Legume;Non-Legume","Cereal;Bean","Uniform","Rainfed","NA","Negative","dependent on other factors",NA,"NA","NA","NA",29.41,"Economics | Costs | Variable Cost","Negative | dependent on other factors"
"3457",3656,"Continuous cover",4037,"2003-5","1;2;3;4;5","1","Economics","Costs","Variable Cost","total variable costs, reduced tillage, crop residue added","NA","NA","US$/ha","tukey","mean",0,"4","6",289,2,"4","6",305,"NA","monocrop","maize","intercrop","maize;soybean",2,"Legume & Non-Legume","Cereal;Bean","Uniform","Rainfed","NA","Negative","dependent on other factors",NA,"NA","NA","NA",5.54,"Economics | Costs | Variable Cost","Negative | dependent on other factors"
