"","review","paper_id","duration","rv_year","loc_multi_results","group_level1","group_level2","group_level3","rv","rv_depth","sample_depth","rv_units","stat_test","stat_type","trt1","trt1_int","trt1_int2","trt1_value","trt2","trt2_int","trt2_int2","trt2_value","significance","finelevel_group","trt1_name","trt1_details","trt2_name","trt2_details","pm_group1","pm_group2","norm_interp2","norm_interp3","group_level1_alt","group_level2_alt","norm_interp2_alt","norm_interp3_alt","per_change","grouping","normative_effect"
"1","Pest Management",85,"2006-2","1","1","Crop Yields","Crop Damage","Corn lodging","lodged maize plants","NA","NA","%","LSD","mean",0,"2","NA",0,1,"2","NA",0,"ns","untreated_seedI","untreated","untreated maize planted in early June","clothianidin","clothianidin (1.25 mg ai per seed) seed treatment on maize planted in early June","Neonicotinoid (Insecticide)","Seed",NA,NA,NA,NA,NA,NA,0,"Crop Yields | Crop Damage | Corn lodging","NA | NA"
"1131","Pest Management",71,"2012-2","2","10","Crop Yields","Grain Production","Soybean","normalized soybean yield","NA","NA","plot yield/highest plot yield for the site","Tukey","mean",0,"NA","NA",0.86,1,"NA","NA",0.85,"ns","untreated_seedIF","untreated","untreated seed","mefenoxam; fludioxonil; thiamethoxam (CruiserMaxx)","CruiserMax insecticide-fungicide seed treatment","Neonicotinoid & Fungicide","Seed",NA,NA,NA,NA,NA,NA,-1.16,"Crop Yields | Grain Production | Soybean","NA | NA"
"1132","Pest Management",71,"2012-2","2","10","Crop Yields","Grain Production","Soybean","normalized soybean yield","NA","NA","plot yield/highest plot yield for the site","Tukey","sd",0,"NA","NA",0.14,1,"NA","NA",0.12,"ns","untreated_seedIF","untreated","untreated seed","mefenoxam; fludioxonil; thiamethoxam (CruiserMaxx)","CruiserMax insecticide-fungicide seed treatment","Neonicotinoid & Fungicide","Seed",NA,NA,NA,NA,NA,NA,-14.29,"Crop Yields | Grain Production | Soybean","NA | NA"
"1133","Pest Management",71,"2012-2","2","6","Crop Yields","Grain Production","Soybean","normalized soybean yield","NA","NA","plot yield/highest plot yield for the site","Tukey","mean",0,"NA","NA",0.55,1,"NA","NA",0.77,"ns","untreated_seedIF","untreated","untreated seed","mefenoxam; fludioxonil; thiamethoxam (CruiserMaxx)","CruiserMax insecticide-fungicide seed treatment","Neonicotinoid & Fungicide","Seed",NA,NA,NA,NA,NA,NA,40,"Crop Yields | Grain Production | Soybean","NA | NA"
"1134","Pest Management",71,"2012-2","2","6","Crop Yields","Grain Production","Soybean","normalized soybean yield","NA","NA","plot yield/highest plot yield for the site","Tukey","sd",0,"NA","NA",0.11,1,"NA","NA",0.08,"ns","untreated_seedIF","untreated","untreated seed","mefenoxam; fludioxonil; thiamethoxam (CruiserMaxx)","CruiserMax insecticide-fungicide seed treatment","Neonicotinoid & Fungicide","Seed",NA,NA,NA,NA,NA,NA,-27.27,"Crop Yields | Grain Production | Soybean","NA | NA"
"1135","Pest Management",89,"2005-2","2","1","Crop Yields","Grain Quality","Soybean","soybean seeds per gram","NA","NA","# seeds/g","LSD","mean",0,"NA","NA",7.19,2,"NA","NA",6.74,"0.05","untreated_seedI","untreated","untreated soybean","thiamethoxam","soybean with thiamethoxam (50 g ai/100 kg of seed) seed treatment","Neonicotinoid (Insecticide)","Seed",NA,NA,NA,NA,NA,NA,-6.26,"Crop Yields | Grain Quality | Soybean","NA | NA"
"1136","Pest Management",89,"2005-2","2","1","Crop Yields","Grain Quality","Soybean","soybean seeds per gram","NA","NA","# seeds/g","LSD","mean",0,"NA","NA",0.06,2,"NA","NA",0.03,"0.05","untreated_seedI","untreated","untreated soybean","thiamethoxam","soybean with thiamethoxam (50 g ai/100 kg of seed) seed treatment","Neonicotinoid (Insecticide)","Seed",NA,NA,NA,NA,NA,NA,-50,"Crop Yields | Grain Quality | Soybean","NA | NA"
"1137","Pest Management",80,"2010-2","2","4","Pests","Invertebrate Pests","Western corn rootworm","number of male Western Corn Rootworm beetles","NA","NA","#","LSM","sem",0,"4","NA",11.8,1,"4","NA",4.3,"ns","untreated_soilI","untreated","untreated Isoline seeds","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) Isoline seeds","Pyrethroid (Insecticide)","Soil",NA,NA,NA,NA,NA,NA,-63.56,"Pests | Invertebrate Pests | Western corn rootworm","NA | NA"
"1138","Pest Management",80,"2010-2","2","6","Pests","Invertebrate Pests","Western corn rootworm","number of female Western Corn Rootworm beetles","NA","NA","#","LSM","mean",0,"4","NA",344.7,1,"4","NA",158,"ns","untreated_soilI","untreated","untreated Isoline seeds","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) Isoline seeds","Pyrethroid (Insecticide)","Soil",NA,NA,NA,NA,NA,NA,-54.16,"Pests | Invertebrate Pests | Western corn rootworm","NA | NA"
"1139","Pest Management",71,"2012-2","2","7","Crop Yields","Grain Production","Soybean","normalized soybean yield","NA","NA","plot yield/highest plot yield for the site","Tukey","mean",0,"NA","NA",0.85,1,"NA","NA",0.93,"ns","untreated_seedIF","untreated","untreated seed","mefenoxam; fludioxonil; thiamethoxam (CruiserMaxx)","CruiserMax insecticide-fungicide seed treatment","Neonicotinoid & Fungicide","Seed",NA,NA,NA,NA,NA,NA,9.41,"Crop Yields | Grain Production | Soybean","NA | NA"
"1140","Pest Management",71,"2012-2","2","7","Crop Yields","Grain Production","Soybean","normalized soybean yield","NA","NA","plot yield/highest plot yield for the site","Tukey","sd",0,"NA","NA",0.12,1,"NA","NA",0.06,"ns","untreated_seedIF","untreated","untreated seed","mefenoxam; fludioxonil; thiamethoxam (CruiserMaxx)","CruiserMax insecticide-fungicide seed treatment","Neonicotinoid & Fungicide","Seed",NA,NA,NA,NA,NA,NA,-50,"Crop Yields | Grain Production | Soybean","NA | NA"
"1141","Pest Management",76,"2007-2","1","1","Pests","Natural Enemies","Invertebrate predators in soybean","number of predators (hover flies) in soybean","NA","NA","#","LSMeans","mean",0,"2","NA",130,1,"2","NA",145,"ns","untreated_seedI","untreated","untreated commercial soybean cultivar with no resistance to soybean aphids (GR-2332)","thiamethoxam","seed-applied thiamethoxam (50 g / 100 kg seed) to commercial soybean cultivar with no resistance to soybean aphids (GR-2332)","Neonicotinoid (Insecticide)","Seed",NA,NA,NA,NA,NA,NA,11.54,"Pests | Natural Enemies | Invertebrate predators in soybean","NA | NA"
"1142","Pest Management",76,"2007-2","2","1","Pests","Natural Enemies","Invertebrate predators in soybean","number of predators (hover flies) in soybean","NA","NA","#","LSMeans","mean",0,"2","NA",32,1,"2","NA",34,"ns","untreated_seedI","untreated","untreated commercial soybean cultivar with no resistance to soybean aphids (GR-2332)","thiamethoxam","seed-applied thiamethoxam (50 g / 100 kg seed) to commercial soybean cultivar with no resistance to soybean aphids (GR-2332)","Neonicotinoid (Insecticide)","Seed",NA,NA,NA,NA,NA,NA,6.25,"Pests | Natural Enemies | Invertebrate predators in soybean","NA | NA"
"1143","Pest Management",76,"2007-2","1","1","Pests","Natural Enemies","Invertebrate predators in soybean","number of predators (lacewings) in soybean","NA","NA","#","LSMeans","mean",0,"2","NA",11,1,"2","NA",7,"ns","untreated_seedI","untreated","untreated commercial soybean cultivar with no resistance to soybean aphids (GR-2332)","thiamethoxam","seed-applied thiamethoxam (50 g / 100 kg seed) to commercial soybean cultivar with no resistance to soybean aphids (GR-2332)","Neonicotinoid (Insecticide)","Seed",NA,NA,NA,NA,NA,NA,-36.36,"Pests | Natural Enemies | Invertebrate predators in soybean","NA | NA"
"1144","Pest Management",76,"2007-2","2","1","Pests","Natural Enemies","Invertebrate predators in soybean","number of predators (lacewings) in soybean","NA","NA","#","LSMeans","mean",0,"2","NA",3,1,"2","NA",5,"ns","untreated_seedI","untreated","untreated commercial soybean cultivar with no resistance to soybean aphids (GR-2332)","thiamethoxam","seed-applied thiamethoxam (50 g / 100 kg seed) to commercial soybean cultivar with no resistance to soybean aphids (GR-2332)","Neonicotinoid (Insecticide)","Seed",NA,NA,NA,NA,NA,NA,66.67,"Pests | Natural Enemies | Invertebrate predators in soybean","NA | NA"
"1145","Pest Management",76,"2007-2","1","1","Pests","Natural Enemies","Invertebrate predators in soybean","number of predators (lady beetles) in soybean","NA","NA","#","LSMeans","mean",0,"2","NA",23,1,"2","NA",23,"ns","untreated_seedI","untreated","untreated commercial soybean cultivar with no resistance to soybean aphids (GR-2332)","thiamethoxam","seed-applied thiamethoxam (50 g / 100 kg seed) to commercial soybean cultivar with no resistance to soybean aphids (GR-2332)","Neonicotinoid (Insecticide)","Seed",NA,NA,NA,NA,NA,NA,0,"Pests | Natural Enemies | Invertebrate predators in soybean","NA | NA"
"1146","Pest Management",76,"2007-2","2","1","Pests","Natural Enemies","Invertebrate predators in soybean","number of predators (lady beetles) in soybean","NA","NA","#","LSMeans","mean",0,"2","NA",6,1,"2","NA",9,"ns","untreated_seedI","untreated","untreated commercial soybean cultivar with no resistance to soybean aphids (GR-2332)","thiamethoxam","seed-applied thiamethoxam (50 g / 100 kg seed) to commercial soybean cultivar with no resistance to soybean aphids (GR-2332)","Neonicotinoid (Insecticide)","Seed",NA,NA,NA,NA,NA,NA,50,"Pests | Natural Enemies | Invertebrate predators in soybean","NA | NA"
"1147","Pest Management",76,"2007-2","1","1","Pests","Natural Enemies","Invertebrate predators in soybean","number of predators (insidious flower bugs) in soybean","NA","NA","#","LSMeans","mean",0,"2","NA",305,1,"2","NA",277,"ns","untreated_seedI","untreated","untreated commercial soybean cultivar with no resistance to soybean aphids (GR-2332)","thiamethoxam","seed-applied thiamethoxam (50 g / 100 kg seed) to commercial soybean cultivar with no resistance to soybean aphids (GR-2332)","Neonicotinoid (Insecticide)","Seed",NA,NA,NA,NA,NA,NA,-9.18,"Pests | Natural Enemies | Invertebrate predators in soybean","NA | NA"
"1148","Pest Management",76,"2007-2","2","1","Pests","Natural Enemies","Invertebrate predators in soybean","number of predators (insidious flower bugs) in soybean","NA","NA","#","LSMeans","mean",0,"2","NA",30,1,"2","NA",28,"ns","untreated_seedI","untreated","untreated commercial soybean cultivar with no resistance to soybean aphids (GR-2332)","thiamethoxam","seed-applied thiamethoxam (50 g / 100 kg seed) to commercial soybean cultivar with no resistance to soybean aphids (GR-2332)","Neonicotinoid (Insecticide)","Seed",NA,NA,NA,NA,NA,NA,-6.67,"Pests | Natural Enemies | Invertebrate predators in soybean","NA | NA"
"1149","Pest Management",80,"2010-2","2","6","Pests","Invertebrate Pests","Western corn rootworm","number of female Western Corn Rootworm beetles","NA","NA","#","LSM","sem",0,"4","NA",12.5,1,"4","NA",40.1,"ns","untreated_soilI","untreated","untreated Isoline seeds","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) Isoline seeds","Pyrethroid (Insecticide)","Soil",NA,NA,NA,NA,NA,NA,220.8,"Pests | Invertebrate Pests | Western corn rootworm","NA | NA"
"1150","Pest Management",71,"2012-2","2","1","Crop Yields","Grain Production","Soybean","normalized soybean yield","NA","NA","plot yield/highest plot yield for the site","Tukey","mean",0,"NA","NA",0.91,3,"NA","NA",0.93,"ns","untreated_foliarI","untreated","untreated seed","unidentified insecticide","foliar applied insecticides (IPM)","Other Insecticides","Foliar",NA,NA,NA,NA,NA,NA,2.2,"Crop Yields | Grain Production | Soybean","NA | NA"
"1151","Pest Management",71,"2012-2","2","1","Crop Yields","Grain Production","Soybean","normalized soybean yield","NA","NA","plot yield/highest plot yield for the site","Tukey","sd",0,"NA","NA",0.1,3,"NA","NA",0.05,"ns","untreated_foliarI","untreated","untreated seed","unidentified insecticide","foliar applied insecticides (IPM)","Other Insecticides","Foliar",NA,NA,NA,NA,NA,NA,-50,"Crop Yields | Grain Production | Soybean","NA | NA"
"1152","Pest Management",71,"2012-2","2","2","Crop Yields","Grain Production","Soybean","normalized soybean yield","NA","NA","plot yield/highest plot yield for the site","Tukey","mean",0,"NA","NA",0.82,3,"NA","NA",0.86,"ns","untreated_foliarI","untreated","untreated seed","unidentified insecticide","foliar applied insecticides (IPM)","Other Insecticides","Foliar",NA,NA,NA,NA,NA,NA,4.88,"Crop Yields | Grain Production | Soybean","NA | NA"
"1153","Pest Management",70,"2012-3","1","3","Pests","Pathogens","Corn (infection of roots)","maize root rating (pathogen infection)","NA","NA","node injury rating","F-test","mean",0,"NA","NA",0.12,2,"NA","NA",0.077,"ns","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","1.25 mg clothianidin + fungicides","Neonicotinoid & Fungicide","Seed",NA,NA,NA,NA,NA,NA,-35.83,"Pests | Pathogens | Corn (infection of roots)","NA | NA"
"1154","Pest Management",70,"2012-3","1","3","Pests","Pathogens","Corn (infection of roots)","maize root rating (pathogen infection)","NA","NA","node injury rating","F-test","sem",0,"NA","NA",0.012,2,"NA","NA",0.009,"ns","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","1.25 mg clothianidin + fungicides","Neonicotinoid & Fungicide","Seed",NA,NA,NA,NA,NA,NA,-25,"Pests | Pathogens | Corn (infection of roots)","NA | NA"
"1155","Pest Management",70,"2012-3","2","1","Pests","Pathogens","Corn (infection of roots)","maize root rating (pathogen infection)","NA","NA","node injury rating","F-test","mean",0,"NA","NA",0.057,2,"NA","NA",0.047,"0.04","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","1.25 mg clothianidin + fungicides","Neonicotinoid & Fungicide","Seed",NA,NA,NA,NA,NA,NA,-17.54,"Pests | Pathogens | Corn (infection of roots)","NA | NA"
"1156","Pest Management",70,"2012-3","2","1","Pests","Pathogens","Corn (infection of roots)","maize root rating (pathogen infection)","NA","NA","node injury rating","F-test","sem",0,"NA","NA",0.005,2,"NA","NA",0.005,"0.04","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","1.25 mg clothianidin + fungicides","Neonicotinoid & Fungicide","Seed",NA,NA,NA,NA,NA,NA,0,"Pests | Pathogens | Corn (infection of roots)","NA | NA"
"1157","Pest Management",70,"2012-3","2","2","Pests","Pathogens","Corn (infection of roots)","maize root rating (pathogen infection)","NA","NA","node injury rating","F-test","mean",0,"NA","NA",0.98,2,"NA","NA",0.36,"ns","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","1.25 mg clothianidin + fungicides","Neonicotinoid & Fungicide","Seed",NA,NA,NA,NA,NA,NA,-63.27,"Pests | Pathogens | Corn (infection of roots)","NA | NA"
"1158","Pest Management",70,"2012-3","2","2","Pests","Pathogens","Corn (infection of roots)","maize root rating (pathogen infection)","NA","NA","node injury rating","F-test","sem",0,"NA","NA",0.29,2,"NA","NA",0.12,"ns","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","1.25 mg clothianidin + fungicides","Neonicotinoid & Fungicide","Seed",NA,NA,NA,NA,NA,NA,-58.62,"Pests | Pathogens | Corn (infection of roots)","NA | NA"
"1159","Pest Management",70,"2012-3","2","3","Pests","Pathogens","Corn (infection of roots)","maize root rating (pathogen infection)","NA","NA","node injury rating","F-test","mean",0,"NA","NA",0.11,2,"NA","NA",0.11,"ns","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","1.25 mg clothianidin + fungicides","Neonicotinoid & Fungicide","Seed",NA,NA,NA,NA,NA,NA,0,"Pests | Pathogens | Corn (infection of roots)","NA | NA"
"1160","Pest Management",70,"2012-3","2","3","Pests","Pathogens","Corn (infection of roots)","maize root rating (pathogen infection)","NA","NA","node injury rating","F-test","sem",0,"NA","NA",0.0084,2,"NA","NA",0.0039,"ns","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","1.25 mg clothianidin + fungicides","Neonicotinoid & Fungicide","Seed",NA,NA,NA,NA,NA,NA,-53.57,"Pests | Pathogens | Corn (infection of roots)","NA | NA"
"1161","Pest Management",70,"2012-3","3","2","Pests","Pathogens","Corn (infection of roots)","maize root rating (pathogen infection)","NA","NA","node injury rating","F-test","mean",0,"NA","NA",2.22,2,"NA","NA",1.09,"0.02","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","1.25 mg clothianidin + fungicides","Neonicotinoid & Fungicide","Seed",NA,NA,NA,NA,NA,NA,-50.9,"Pests | Pathogens | Corn (infection of roots)","NA | NA"
"1162","Pest Management",70,"2012-3","3","2","Pests","Pathogens","Corn (infection of roots)","maize root rating (pathogen infection)","NA","NA","node injury rating","F-test","sem",0,"NA","NA",0.37,2,"NA","NA",0.33,"0.02","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","1.25 mg clothianidin + fungicides","Neonicotinoid & Fungicide","Seed",NA,NA,NA,NA,NA,NA,-10.81,"Pests | Pathogens | Corn (infection of roots)","NA | NA"
"1163","Pest Management",70,"2012-3","3","3","Pests","Pathogens","Corn (infection of roots)","maize root rating (pathogen infection)","NA","NA","node injury rating","F-test","mean",0,"NA","NA",0.03,2,"NA","NA",0.017,"ns","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","1.25 mg clothianidin + fungicides","Neonicotinoid & Fungicide","Seed",NA,NA,NA,NA,NA,NA,-43.33,"Pests | Pathogens | Corn (infection of roots)","NA | NA"
"1164","Pest Management",70,"2012-3","3","3","Pests","Pathogens","Corn (infection of roots)","maize root rating (pathogen infection)","NA","NA","node injury rating","F-test","sem",0,"NA","NA",0.0036,2,"NA","NA",0.0066,"ns","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","1.25 mg clothianidin + fungicides","Neonicotinoid & Fungicide","Seed",NA,NA,NA,NA,NA,NA,83.33,"Pests | Pathogens | Corn (infection of roots)","NA | NA"
"1165","Pest Management",70,"2012-3","1","1","Pests","Pathogens","Corn (infection of roots)","maize root rating (pathogen infection)","NA","NA","node injury rating","F-test","mean",0,"NA","NA",0.109,1,"NA","NA",0.115,"ns","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","0.25 mg clothianidin + fungicides","Neonicotinoid & Fungicide","Seed",NA,NA,NA,NA,NA,NA,5.5,"Pests | Pathogens | Corn (infection of roots)","NA | NA"
"1166","Pest Management",70,"2012-3","1","1","Pests","Pathogens","Corn (infection of roots)","maize root rating (pathogen infection)","NA","NA","node injury rating","F-test","sem",0,"NA","NA",0.002,1,"NA","NA",0.006,"ns","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","0.25 mg clothianidin + fungicides","Neonicotinoid & Fungicide","Seed",NA,NA,NA,NA,NA,NA,200,"Pests | Pathogens | Corn (infection of roots)","NA | NA"
"1167","Pest Management",70,"2012-3","1","2","Pests","Pathogens","Corn (infection of roots)","maize root rating (pathogen infection)","NA","NA","node injury rating","F-test","mean",0,"NA","NA",0.175,1,"NA","NA",0.204,"ns","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","0.25 mg clothianidin + fungicides","Neonicotinoid & Fungicide","Seed",NA,NA,NA,NA,NA,NA,16.57,"Pests | Pathogens | Corn (infection of roots)","NA | NA"
"1168","Pest Management",70,"2012-3","1","2","Pests","Pathogens","Corn (infection of roots)","maize root rating (pathogen infection)","NA","NA","node injury rating","F-test","sem",0,"NA","NA",0.013,1,"NA","NA",0.02,"ns","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","0.25 mg clothianidin + fungicides","Neonicotinoid & Fungicide","Seed",NA,NA,NA,NA,NA,NA,53.85,"Pests | Pathogens | Corn (infection of roots)","NA | NA"
"1169","Pest Management",70,"2012-3","1","3","Pests","Pathogens","Corn (infection of roots)","maize root rating (pathogen infection)","NA","NA","node injury rating","F-test","mean",0,"NA","NA",0.12,1,"NA","NA",0.092,"ns","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","0.25 mg clothianidin + fungicides","Neonicotinoid & Fungicide","Seed",NA,NA,NA,NA,NA,NA,-23.33,"Pests | Pathogens | Corn (infection of roots)","NA | NA"
"1170","Pest Management",70,"2012-3","1","3","Pests","Pathogens","Corn (infection of roots)","maize root rating (pathogen infection)","NA","NA","node injury rating","F-test","sem",0,"NA","NA",0.012,1,"NA","NA",0.006,"ns","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","0.25 mg clothianidin + fungicides","Neonicotinoid & Fungicide","Seed",NA,NA,NA,NA,NA,NA,-50,"Pests | Pathogens | Corn (infection of roots)","NA | NA"
"1171","Pest Management",70,"2012-3","2","1","Pests","Pathogens","Corn (infection of roots)","maize root rating (pathogen infection)","NA","NA","node injury rating","F-test","mean",0,"NA","NA",0.057,1,"NA","NA",0.049,"0.04","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","0.25 mg clothianidin + fungicides","Neonicotinoid & Fungicide","Seed",NA,NA,NA,NA,NA,NA,-14.04,"Pests | Pathogens | Corn (infection of roots)","NA | NA"
"1172","Pest Management",70,"2012-3","2","1","Pests","Pathogens","Corn (infection of roots)","maize root rating (pathogen infection)","NA","NA","node injury rating","F-test","sem",0,"NA","NA",0.005,1,"NA","NA",0.003,"0.04","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","0.25 mg clothianidin + fungicides","Neonicotinoid & Fungicide","Seed",NA,NA,NA,NA,NA,NA,-40,"Pests | Pathogens | Corn (infection of roots)","NA | NA"
"1173","Pest Management",70,"2012-3","2","2","Pests","Pathogens","Corn (infection of roots)","maize root rating (pathogen infection)","NA","NA","node injury rating","F-test","mean",0,"NA","NA",0.98,1,"NA","NA",0.51,"ns","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","0.25 mg clothianidin + fungicides","Neonicotinoid & Fungicide","Seed",NA,NA,NA,NA,NA,NA,-47.96,"Pests | Pathogens | Corn (infection of roots)","NA | NA"
"1174","Pest Management",70,"2012-3","2","2","Pests","Pathogens","Corn (infection of roots)","maize root rating (pathogen infection)","NA","NA","node injury rating","F-test","sem",0,"NA","NA",0.29,1,"NA","NA",0.16,"ns","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","0.25 mg clothianidin + fungicides","Neonicotinoid & Fungicide","Seed",NA,NA,NA,NA,NA,NA,-44.83,"Pests | Pathogens | Corn (infection of roots)","NA | NA"
"1175","Pest Management",70,"2012-3","2","3","Pests","Pathogens","Corn (infection of roots)","maize root rating (pathogen infection)","NA","NA","node injury rating","F-test","mean",0,"NA","NA",0.11,1,"NA","NA",0.12,"ns","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","0.25 mg clothianidin + fungicides","Neonicotinoid & Fungicide","Seed",NA,NA,NA,NA,NA,NA,9.09,"Pests | Pathogens | Corn (infection of roots)","NA | NA"
"1176","Pest Management",70,"2012-3","2","3","Pests","Pathogens","Corn (infection of roots)","maize root rating (pathogen infection)","NA","NA","node injury rating","F-test","sem",0,"NA","NA",0.0084,1,"NA","NA",0.0052,"ns","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","0.25 mg clothianidin + fungicides","Neonicotinoid & Fungicide","Seed",NA,NA,NA,NA,NA,NA,-38.1,"Pests | Pathogens | Corn (infection of roots)","NA | NA"
"1177","Pest Management",70,"2012-3","3","2","Pests","Pathogens","Corn (infection of roots)","maize root rating (pathogen infection)","NA","NA","node injury rating","F-test","mean",0,"NA","NA",2.22,1,"NA","NA",2.42,"ns","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","0.25 mg clothianidin + fungicides","Neonicotinoid & Fungicide","Seed",NA,NA,NA,NA,NA,NA,9.01,"Pests | Pathogens | Corn (infection of roots)","NA | NA"
"1178","Pest Management",70,"2012-3","3","2","Pests","Pathogens","Corn (infection of roots)","maize root rating (pathogen infection)","NA","NA","node injury rating","F-test","sem",0,"NA","NA",0.37,1,"NA","NA",0.13,"ns","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","0.25 mg clothianidin + fungicides","Neonicotinoid & Fungicide","Seed",NA,NA,NA,NA,NA,NA,-64.86,"Pests | Pathogens | Corn (infection of roots)","NA | NA"
"1179","Pest Management",70,"2012-3","3","3","Pests","Pathogens","Corn (infection of roots)","maize root rating (pathogen infection)","NA","NA","node injury rating","F-test","mean",0,"NA","NA",0.03,1,"NA","NA",0.021,"ns","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","0.25 mg clothianidin + fungicides","Neonicotinoid & Fungicide","Seed",NA,NA,NA,NA,NA,NA,-30,"Pests | Pathogens | Corn (infection of roots)","NA | NA"
"1180","Pest Management",70,"2012-3","3","3","Pests","Pathogens","Corn (infection of roots)","maize root rating (pathogen infection)","NA","NA","node injury rating","F-test","sem",0,"NA","NA",0.0036,1,"NA","NA",0.0038,"ns","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","0.25 mg clothianidin + fungicides","Neonicotinoid & Fungicide","Seed",NA,NA,NA,NA,NA,NA,5.56,"Pests | Pathogens | Corn (infection of roots)","NA | NA"
"1181","Pest Management",92,"2001-1","1","1","Pests","Pathogens","Soybean (infection of leaf tissue)","soybean disease severity at V4 growth","NA","NA","scale of 1 (no disease) to 9 (dead plant)","Duncans","mean",0,"NA","NA",4,1,"NA","NA",3.2,"0.05","untreated_seedFbio","untreated","untreated soybean","Bacillus subtilis MB1600 (biofungicide); Bradyrhizobium japonicum RCR3407 (nitrogen fixing bacteria)","soybean with Bacillus subtilis MB1600 (biofungicide) and Bradyrhizobium japonicum RCR3407 (nitrogen fixing bacteria) in a peat carrier inoculant (chisel plow)","Fungicide","Seed",NA,NA,NA,NA,NA,NA,-20,"Pests | Pathogens | Soybean (infection of leaf tissue)","NA | NA"
"1182","Pest Management",92,"2001-1","1","2","Pests","Pathogens","Soybean (infection of leaf tissue)","soybean disease severity at V4 growth","NA","NA","scale of 1 (no disease) to 9 (dead plant)","Duncans","mean",0,"NA","NA",4.1,1,"NA","NA",3.3,"0.05","untreated_seedFbio","untreated","untreated soybean","Bacillus subtilis MB1600 (biofungicide); Bradyrhizobium japonicum RCR3407 (nitrogen fixing bacteria)","soybean with Bacillus subtilis MB1600 (biofungicide) and Bradyrhizobium japonicum RCR3407 (nitrogen fixing bacteria) in a peat carrier inoculant (chisel plow)","Fungicide","Seed",NA,NA,NA,NA,NA,NA,-19.51,"Pests | Pathogens | Soybean (infection of leaf tissue)","NA | NA"
"1183","Pest Management",96,"2003-4","3","5","Pests","Pathogens","Soybean (infection of leaf tissue)","soybean seedlings percent dampening off","NA","NA","%","LSD","mean",0,"NA","NA",9,3,"NA","NA",12,"ns","untreated_seedF","untreated","untreated soybean","mefenoxam; fludioxonil","soybean seed mefenoxam (3.75 g a.i./100 kg) plus fludioxonil (2.5 g a.i./100 kg seed)","Fungicide","Seed",NA,NA,NA,NA,NA,NA,3,"Pests | Pathogens | Soybean (infection of leaf tissue)","NA | NA"
"1184","Pest Management",92,"2001-1","1","1","Pests","Pathogens","Soybeans (pathogens in soil)","Fusarium solani soil colony forming unit (0-15 cm depth)","NA","NA","CFU x 10^2","Duncans","mean",0,"2","NA",25,1,"2","NA",30,"ns","untreated_seedFbio","untreated","untreated soybean (chisel plow)","Bacillus subtilis MB1600 (biofungicide); Bradyrhizobium japonicum RCR3407 (nitrogen fixing bacteria)","soybean with Bacillus subtilis MB1600 (biofungicide) and Bradyrhizobium japonicum RCR3407 (nitrogen fixing bacteria) in a peat carrier inoculant (chisel plow)","Fungicide","Seed",NA,NA,NA,NA,NA,NA,20,"Pests | Pathogens | Soybeans (pathogens in soil)","NA | NA"
