"","review","paper_id","duration","rv_year","loc_multi_results","group_level1","group_level2","group_level3","rv","rv_trtspecifics","rv_depth","sample_depth","rv_units","stat_test","stat_type","trt1","trt1_int","trt1_int2","trt1_value","trt2","trt2_int","trt2_int2","trt2_value","significance","effect_norm","finelevel_group","trt1_name","trt1_details","trt2_name","trt2_details","nutrient_groups","norm_interp2","norm_interp3","group_level1_alt","group_level2_alt","norm_interp2_alt","norm_interp3_alt","per_change","grouping","normative_effect"
"1","Nutrient Management",3000,"2011-3","1;2;3","1","Crop Yields","Grain Quality","Corn Grain Weight & Moisture Content","maize grain moisture","168 kg N/ha","NA","NA","g/kg","LSD","mean","0","NA","NA",191,"1","NA","NA",196,"ns","0","timing_fall_preplant","Fall","fall applied, 168 kg N/ha","Spring","spring applied, 168 kg N/ha","Application Timing","Positive","assumed societal benefit",NA,NA,NA,NA,2.62,"Crop Yields | Grain Quality | Corn Grain Weight & Moisture Content","Positive | assumed societal benefit"
"1350","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Ammonium","Mid Season","soil ammonium at V8 development stage","site-year group 1","30-60 cm","0-60 cm","kg/ha","Pdiff","mean","0","NA","NA",14.2,"3","NA","NA",14.2,NA,NA,"split_plantV2_plantV8","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V2 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V8 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,0,"Soil Nutrients | Ammonium | Mid Season","Dependent on other factors | dependent on other factors"
"1351","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Ammonium","Mid Season","soil ammonium at V8 development stage","site-year group 1","30-60 cm","0-60 cm","kg/ha","Pdiff","mean","0","NA","NA",14.2,"4","NA","NA",15.8,NA,NA,"split_plantV2_plantV12","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V2 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V12 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,11.27,"Soil Nutrients | Ammonium | Mid Season","Dependent on other factors | dependent on other factors"
"1352","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Ammonium","Mid Season","soil ammonium at V8 development stage","site-year group 1","30-60 cm","0-60 cm","kg/ha","Pdiff","mean","1","NA","NA",13.3,"2","NA","NA",28.3,NA,NA,"split_plantV4_plantV6","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V4 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V6 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,112.78,"Soil Nutrients | Ammonium | Mid Season","Dependent on other factors | dependent on other factors"
"1353","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Ammonium","Mid Season","soil ammonium at V8 development stage","site-year group 1","30-60 cm","0-60 cm","kg/ha","Pdiff","mean","1","NA","NA",13.3,"3","NA","NA",14.2,NA,NA,"split_plantV4_plantV8","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V4 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V8 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,6.77,"Soil Nutrients | Ammonium | Mid Season","Dependent on other factors | dependent on other factors"
"1354","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Ammonium","Mid Season","soil ammonium at V8 development stage","site-year group 1","30-60 cm","0-60 cm","kg/ha","Pdiff","mean","1","NA","NA",13.3,"4","NA","NA",15.8,NA,NA,"split_plantV4_plantV12","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V4 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V12 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,18.8,"Soil Nutrients | Ammonium | Mid Season","Dependent on other factors | dependent on other factors"
"1355","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Ammonium","Mid Season","soil ammonium at V8 development stage","site-year group 1","30-60 cm","0-60 cm","kg/ha","Pdiff","mean","2","NA","NA",28.3,"3","NA","NA",14.2,NA,NA,"split_plantV6_plantV8","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V6 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V8 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,-49.82,"Soil Nutrients | Ammonium | Mid Season","Dependent on other factors | dependent on other factors"
"1356","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Ammonium","Mid Season","soil ammonium at V8 development stage","site-year group 1","30-60 cm","0-60 cm","kg/ha","Pdiff","mean","2","NA","NA",28.3,"4","NA","NA",15.8,NA,NA,"split_plantV6_plantV12","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V6 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V12 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,-44.17,"Soil Nutrients | Ammonium | Mid Season","Dependent on other factors | dependent on other factors"
"1357","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Ammonium","Mid Season","soil ammonium at V8 development stage","site-year group 1","30-60 cm","0-60 cm","kg/ha","Pdiff","mean","3","NA","NA",14.2,"4","NA","NA",15.8,NA,NA,"split_plantV8_plantV12","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V8 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V12 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,11.27,"Soil Nutrients | Ammonium | Mid Season","Dependent on other factors | dependent on other factors"
"1358","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Nitrate","Mid Season","soil nitrate at V12 development stage","site-year group 1","0-30 cm","0-30 cm","kg/ha","Pdiff","mean","0","NA","NA",3.4,"1","NA","NA",4.3,NA,NA,"split_plantV2_plantV4","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V2 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V4 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,26.47,"Soil Nutrients | Nitrate | Mid Season","Dependent on other factors | dependent on other factors"
"1359","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Nitrate","Mid Season","soil nitrate at V12 development stage","site-year group 1","0-30 cm","0-30 cm","kg/ha","Pdiff","mean","0","NA","NA",3.4,"2","NA","NA",7.7,NA,NA,"split_plantV2_plantV6","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V2 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V6 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,126.47,"Soil Nutrients | Nitrate | Mid Season","Dependent on other factors | dependent on other factors"
"1360","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Nitrate","Mid Season","soil nitrate at V12 development stage","site-year group 1","0-30 cm","0-30 cm","kg/ha","Pdiff","mean","0","NA","NA",3.4,"3","NA","NA",15.4,NA,NA,"split_plantV2_plantV8","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V2 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V8 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,352.94,"Soil Nutrients | Nitrate | Mid Season","Dependent on other factors | dependent on other factors"
"1361","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Nitrate","Mid Season","soil nitrate at V12 development stage","site-year group 1","0-30 cm","0-30 cm","kg/ha","Pdiff","mean","0","NA","NA",3.4,"4","NA","NA",4.3,NA,NA,"split_plantV2_plantV12","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V2 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V12 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,26.47,"Soil Nutrients | Nitrate | Mid Season","Dependent on other factors | dependent on other factors"
"1362","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Nitrate","Mid Season","soil nitrate at V12 development stage","site-year group 1","0-30 cm","0-30 cm","kg/ha","Pdiff","mean","1","NA","NA",4.3,"2","NA","NA",7.7,NA,NA,"split_plantV4_plantV6","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V4 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V6 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,79.07,"Soil Nutrients | Nitrate | Mid Season","Dependent on other factors | dependent on other factors"
"1363","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Nitrate","Mid Season","soil nitrate at V12 development stage","site-year group 1","0-30 cm","0-30 cm","kg/ha","Pdiff","mean","1","NA","NA",4.3,"3","NA","NA",15.4,NA,NA,"split_plantV4_plantV8","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V4 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V8 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,258.14,"Soil Nutrients | Nitrate | Mid Season","Dependent on other factors | dependent on other factors"
"1364","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Nitrate","Mid Season","soil nitrate at V12 development stage","site-year group 1","0-30 cm","0-30 cm","kg/ha","Pdiff","mean","1","NA","NA",4.3,"4","NA","NA",4.3,NA,NA,"split_plantV4_plantV12","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V4 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V12 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,0,"Soil Nutrients | Nitrate | Mid Season","Dependent on other factors | dependent on other factors"
"1365","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Nitrate","Mid Season","soil nitrate at V12 development stage","site-year group 1","0-30 cm","0-30 cm","kg/ha","Pdiff","mean","2","NA","NA",7.7,"3","NA","NA",15.4,NA,NA,"split_plantV6_plantV8","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V6 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V8 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,100,"Soil Nutrients | Nitrate | Mid Season","Dependent on other factors | dependent on other factors"
"1366","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Nitrate","Mid Season","soil nitrate at V12 development stage","site-year group 1","0-30 cm","0-30 cm","kg/ha","Pdiff","mean","2","NA","NA",7.7,"4","NA","NA",4.3,NA,NA,"split_plantV6_plantV12","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V6 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V12 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,-44.16,"Soil Nutrients | Nitrate | Mid Season","Dependent on other factors | dependent on other factors"
"1367","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Nitrate","Mid Season","soil nitrate at V12 development stage","site-year group 1","0-30 cm","0-30 cm","kg/ha","Pdiff","mean","3","NA","NA",15.4,"4","NA","NA",4.3,NA,NA,"split_plantV8_plantV12","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V8 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V12 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,-72.08,"Soil Nutrients | Nitrate | Mid Season","Dependent on other factors | dependent on other factors"
"1368","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Nitrate","Mid Season","soil nitrate at V12 development stage","site-year group 1","30-60 cm","0-60 cm","kg/ha","Pdiff","mean","0","NA","NA",8.6,"1","NA","NA",6.9,NA,NA,"split_plantV2_plantV4","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V2 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V4 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,-19.77,"Soil Nutrients | Nitrate | Mid Season","Dependent on other factors | dependent on other factors"
"1369","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Nitrate","Mid Season","soil nitrate at V12 development stage","site-year group 1","30-60 cm","0-60 cm","kg/ha","Pdiff","mean","0","NA","NA",8.6,"2","NA","NA",8.6,NA,NA,"split_plantV2_plantV6","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V2 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V6 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,0,"Soil Nutrients | Nitrate | Mid Season","Dependent on other factors | dependent on other factors"
"1370","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Nitrate","Mid Season","soil nitrate at V12 development stage","site-year group 1","30-60 cm","0-60 cm","kg/ha","Pdiff","mean","0","NA","NA",8.6,"3","NA","NA",23.1,NA,NA,"split_plantV2_plantV8","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V2 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V8 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,168.6,"Soil Nutrients | Nitrate | Mid Season","Dependent on other factors | dependent on other factors"
"1371","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Nitrate","Mid Season","soil nitrate at V12 development stage","site-year group 1","30-60 cm","0-60 cm","kg/ha","Pdiff","mean","0","NA","NA",8.6,"4","NA","NA",3.4,NA,NA,"split_plantV2_plantV12","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V2 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V12 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,-60.47,"Soil Nutrients | Nitrate | Mid Season","Dependent on other factors | dependent on other factors"
"1372","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Nitrate","Mid Season","soil nitrate at V12 development stage","site-year group 1","30-60 cm","0-60 cm","kg/ha","Pdiff","mean","1","NA","NA",6.9,"2","NA","NA",8.6,NA,NA,"split_plantV4_plantV6","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V4 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V6 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,24.64,"Soil Nutrients | Nitrate | Mid Season","Dependent on other factors | dependent on other factors"
"1373","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Nitrate","Mid Season","soil nitrate at V12 development stage","site-year group 1","30-60 cm","0-60 cm","kg/ha","Pdiff","mean","1","NA","NA",6.9,"3","NA","NA",23.1,NA,NA,"split_plantV4_plantV8","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V4 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V8 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,234.78,"Soil Nutrients | Nitrate | Mid Season","Dependent on other factors | dependent on other factors"
"1374","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Nitrate","Mid Season","soil nitrate at V12 development stage","site-year group 1","30-60 cm","0-60 cm","kg/ha","Pdiff","mean","1","NA","NA",6.9,"4","NA","NA",3.4,NA,NA,"split_plantV4_plantV12","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V4 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V12 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,-50.72,"Soil Nutrients | Nitrate | Mid Season","Dependent on other factors | dependent on other factors"
"1375","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Nitrate","Mid Season","soil nitrate at V12 development stage","site-year group 1","30-60 cm","0-60 cm","kg/ha","Pdiff","mean","2","NA","NA",8.6,"3","NA","NA",23.1,NA,NA,"split_plantV6_plantV8","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V6 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V8 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,168.6,"Soil Nutrients | Nitrate | Mid Season","Dependent on other factors | dependent on other factors"
"1376","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Nitrate","Mid Season","soil nitrate at V12 development stage","site-year group 1","30-60 cm","0-60 cm","kg/ha","Pdiff","mean","2","NA","NA",8.6,"4","NA","NA",3.4,NA,NA,"split_plantV6_plantV12","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V6 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V12 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,-60.47,"Soil Nutrients | Nitrate | Mid Season","Dependent on other factors | dependent on other factors"
"1377","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Nitrate","Mid Season","soil nitrate at V12 development stage","site-year group 1","30-60 cm","0-60 cm","kg/ha","Pdiff","mean","3","NA","NA",23.1,"4","NA","NA",3.4,NA,NA,"split_plantV8_plantV12","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V8 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V12 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,-85.28,"Soil Nutrients | Nitrate | Mid Season","Dependent on other factors | dependent on other factors"
"1378","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Ammonium","Mid Season","soil ammonium at V12 development stage","site-year group 1","0-30 cm","0-30 cm","kg/ha","Pdiff","mean","0","NA","NA",11.1,"1","NA","NA",12.9,NA,NA,"split_plantV2_plantV4","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V2 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V4 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,16.22,"Soil Nutrients | Ammonium | Mid Season","Dependent on other factors | dependent on other factors"
"1379","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Ammonium","Mid Season","soil ammonium at V12 development stage","site-year group 1","0-30 cm","0-30 cm","kg/ha","Pdiff","mean","0","NA","NA",11.1,"2","NA","NA",12,NA,NA,"split_plantV2_plantV6","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V2 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V6 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,8.11,"Soil Nutrients | Ammonium | Mid Season","Dependent on other factors | dependent on other factors"
"1380","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Ammonium","Mid Season","soil ammonium at V12 development stage","site-year group 1","0-30 cm","0-30 cm","kg/ha","Pdiff","mean","0","NA","NA",11.1,"3","NA","NA",14.6,NA,NA,"split_plantV2_plantV8","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V2 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V8 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,31.53,"Soil Nutrients | Ammonium | Mid Season","Dependent on other factors | dependent on other factors"
"1381","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Ammonium","Mid Season","soil ammonium at V12 development stage","site-year group 1","0-30 cm","0-30 cm","kg/ha","Pdiff","mean","0","NA","NA",11.1,"4","NA","NA",10.3,NA,NA,"split_plantV2_plantV12","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V2 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V12 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,-7.21,"Soil Nutrients | Ammonium | Mid Season","Dependent on other factors | dependent on other factors"
"1382","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Ammonium","Mid Season","soil ammonium at V12 development stage","site-year group 1","0-30 cm","0-30 cm","kg/ha","Pdiff","mean","1","NA","NA",12.9,"2","NA","NA",12,NA,NA,"split_plantV4_plantV6","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V4 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V6 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,-6.98,"Soil Nutrients | Ammonium | Mid Season","Dependent on other factors | dependent on other factors"
"1383","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Ammonium","Mid Season","soil ammonium at V12 development stage","site-year group 1","0-30 cm","0-30 cm","kg/ha","Pdiff","mean","1","NA","NA",12.9,"3","NA","NA",14.6,NA,NA,"split_plantV4_plantV8","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V4 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V8 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,13.18,"Soil Nutrients | Ammonium | Mid Season","Dependent on other factors | dependent on other factors"
"1384","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Ammonium","Mid Season","soil ammonium at V12 development stage","site-year group 1","0-30 cm","0-30 cm","kg/ha","Pdiff","mean","1","NA","NA",12.9,"4","NA","NA",10.3,NA,NA,"split_plantV4_plantV12","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V4 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V12 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,-20.16,"Soil Nutrients | Ammonium | Mid Season","Dependent on other factors | dependent on other factors"
"1385","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Ammonium","Mid Season","soil ammonium at V12 development stage","site-year group 1","0-30 cm","0-30 cm","kg/ha","Pdiff","mean","2","NA","NA",12,"3","NA","NA",14.6,NA,NA,"split_plantV6_plantV8","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V6 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V8 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,21.67,"Soil Nutrients | Ammonium | Mid Season","Dependent on other factors | dependent on other factors"
"1386","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Ammonium","Mid Season","soil ammonium at V12 development stage","site-year group 1","0-30 cm","0-30 cm","kg/ha","Pdiff","mean","2","NA","NA",12,"4","NA","NA",10.3,NA,NA,"split_plantV6_plantV12","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V6 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V12 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,-14.17,"Soil Nutrients | Ammonium | Mid Season","Dependent on other factors | dependent on other factors"
"1387","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Ammonium","Mid Season","soil ammonium at V12 development stage","site-year group 1","0-30 cm","0-30 cm","kg/ha","Pdiff","mean","3","NA","NA",14.6,"4","NA","NA",10.3,NA,NA,"split_plantV8_plantV12","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V8 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V12 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,-29.45,"Soil Nutrients | Ammonium | Mid Season","Dependent on other factors | dependent on other factors"
"1388","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Ammonium","Mid Season","soil ammonium at V12 development stage","site-year group 1","30-60 cm","0-60 cm","kg/ha","Pdiff","mean","0","NA","NA",8.6,"1","NA","NA",8.6,NA,NA,"split_plantV2_plantV4","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V2 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V4 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,0,"Soil Nutrients | Ammonium | Mid Season","Dependent on other factors | dependent on other factors"
"1389","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Ammonium","Mid Season","soil ammonium at V12 development stage","site-year group 1","30-60 cm","0-60 cm","kg/ha","Pdiff","mean","0","NA","NA",8.6,"2","NA","NA",8.6,NA,NA,"split_plantV2_plantV6","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V2 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V6 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,0,"Soil Nutrients | Ammonium | Mid Season","Dependent on other factors | dependent on other factors"
"1390","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Ammonium","Mid Season","soil ammonium at V12 development stage","site-year group 1","30-60 cm","0-60 cm","kg/ha","Pdiff","mean","0","NA","NA",8.6,"3","NA","NA",11.1,NA,NA,"split_plantV2_plantV8","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V2 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V8 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,29.07,"Soil Nutrients | Ammonium | Mid Season","Dependent on other factors | dependent on other factors"
"1391","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Ammonium","Mid Season","soil ammonium at V12 development stage","site-year group 1","30-60 cm","0-60 cm","kg/ha","Pdiff","mean","0","NA","NA",8.6,"4","NA","NA",8.6,NA,NA,"split_plantV2_plantV12","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V2 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V12 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,0,"Soil Nutrients | Ammonium | Mid Season","Dependent on other factors | dependent on other factors"
"1392","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Ammonium","Mid Season","soil ammonium at V12 development stage","site-year group 1","30-60 cm","0-60 cm","kg/ha","Pdiff","mean","1","NA","NA",8.6,"2","NA","NA",8.6,NA,NA,"split_plantV4_plantV6","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V4 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V6 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,0,"Soil Nutrients | Ammonium | Mid Season","Dependent on other factors | dependent on other factors"
