"","review","paper_id","duration","rv_year","loc_multi_results","group_level1","group_level2","group_level3","rv","rv_depth","sample_depth","rv_units","stat_test","stat_type","trt1","trt1_int","trt1_int2","trt1_value","trt2","trt2_int","trt2_int2","trt2_value","significance","effect_norm","finelevel_group","trt1_name","trt1_details","trt2_name","trt2_details","cc_group1","cc_group2","norm_interp2","norm_interp3","group_level1_alt","group_level2_alt","norm_interp2_alt","norm_interp3_alt","per_change","grouping","normative_effect"
"1","Cover crop",23,"2012-1","1","1","Other Soil Properties","Abiotic Factors","Soil moisture","soil water content at cash crop emergence, 10 cm depth","10 cm","0-30 cm","cm^3  water/cm^3 soil","repeated measure ANOVA","mean",0,"NA","NA",0.26,1,"NA","NA",0.252,"ns","0","mono","no cover crop","no cover crop","winter rye","rye winter cover crop","Single species","Non-legume",NA,NA,NA,NA,NA,NA,-3.08,"Other Soil Properties | Abiotic Factors | Soil moisture","NA | NA"
"1952","Cover crop",49,"2011-3","2","2","Crop Yields","Stand Count","Soybean","soybean stand count",NA,"NA","plants/m","Tukey","mean",2,"NA","NA",19.8,4,"NA","NA",21.6,"ns","0","mono_mono","canola","winter canola cover crop","rapeseed","rapeseed cover crop","Mixture comparisons","Non-legume",NA,NA,NA,NA,NA,NA,9.09,"Crop Yields | Stand Count | Soybean","NA | NA"
"1953","Cover crop",49,"2011-3","2","2","Crop Yields","Stand Count","Soybean","soybean stand count",NA,"NA","plants/m","Tukey","mean",2,"NA","NA",19.8,1,"NA","NA",21.4,"ns","0","mono_mono","canola","winter canola cover crop","winter rye","winter rye cover crop","Mixture comparisons","Non-legume",NA,NA,NA,NA,NA,NA,8.08,"Crop Yields | Stand Count | Soybean","NA | NA"
"1954","Cover crop",49,"2011-3","2","2","Crop Yields","Stand Count","Soybean","soybean stand count",NA,"NA","plants/m","Tukey","mean",3,"NA","NA",24.1,4,"NA","NA",21.6,"ns","0","mono_mono","mustard","mustard cover crop","rapeseed","rapeseed cover crop","Mixture comparisons","Non-legume",NA,NA,NA,NA,NA,NA,-10.37,"Crop Yields | Stand Count | Soybean","NA | NA"
"1955","Cover crop",49,"2011-3","2","2","Crop Yields","Stand Count","Soybean","soybean stand count",NA,"NA","plants/m","Tukey","mean",3,"NA","NA",24.1,1,"NA","NA",21.4,"ns","0","mono_mono","mustard","mustard cover crop","winter rye","winter rye cover crop","Mixture comparisons","Non-legume",NA,NA,NA,NA,NA,NA,-11.2,"Crop Yields | Stand Count | Soybean","NA | NA"
"1956","Cover crop",49,"2011-3","2","2","Crop Yields","Stand Count","Soybean","soybean stand count",NA,"NA","plants/m","Tukey","mean",4,"NA","NA",21.6,1,"NA","NA",21.4,"ns","0","mono_mono","rapeseed","rapeseed cover crop","winter rye","winter rye cover crop","Mixture comparisons","Non-legume",NA,NA,NA,NA,NA,NA,-0.93,"Crop Yields | Stand Count | Soybean","NA | NA"
"1957","Cover crop",49,"2011-3","3","2","Crop Yields","Stand Count","Soybean","soybean stand count",NA,"NA","plants/m","Tukey","mean",0,"NA","NA",14.9,2,"NA","NA",15,"ns","0","mono","no cover crop","no cover crop","canola","winter canola cover crop","Single species","Non-legume",NA,NA,NA,NA,NA,NA,0.67,"Crop Yields | Stand Count | Soybean","NA | NA"
"1958","Cover crop",49,"2011-3","3","2","Crop Yields","Stand Count","Soybean","soybean stand count",NA,"NA","plants/m","Tukey","mean",0,"NA","NA",14.9,3,"NA","NA",12,"ns","0","mono","no cover crop","no cover crop","mustard","mustard cover crop","Single species","Non-legume",NA,NA,NA,NA,NA,NA,-19.46,"Crop Yields | Stand Count | Soybean","NA | NA"
"1959","Cover crop",49,"2011-3","3","2","Crop Yields","Stand Count","Soybean","soybean stand count",NA,"NA","plants/m","Tukey","mean",0,"NA","NA",14.9,4,"NA","NA",18.5,"ns","0","mono","no cover crop","no cover crop","rapeseed","rapeseed cover crop","Single species","Non-legume",NA,NA,NA,NA,NA,NA,24.16,"Crop Yields | Stand Count | Soybean","NA | NA"
"1960","Cover crop",49,"2011-3","3","2","Crop Yields","Stand Count","Soybean","soybean stand count",NA,"NA","plants/m","Tukey","mean",0,"NA","NA",14.9,1,"NA","NA",17.7,"ns","0","mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume",NA,NA,NA,NA,NA,NA,18.79,"Crop Yields | Stand Count | Soybean","NA | NA"
"1961","Cover crop",49,"2011-3","3","2","Crop Yields","Stand Count","Soybean","soybean stand count",NA,"NA","plants/m","Tukey","mean",2,"NA","NA",15,3,"NA","NA",12,"ns","0","mono_mono","canola","winter canola cover crop","mustard","mustard cover crop","Mixture comparisons","Non-legume",NA,NA,NA,NA,NA,NA,-20,"Crop Yields | Stand Count | Soybean","NA | NA"
"1962","Cover crop",49,"2011-3","3","2","Crop Yields","Stand Count","Soybean","soybean stand count",NA,"NA","plants/m","Tukey","mean",2,"NA","NA",15,4,"NA","NA",18.5,"ns","0","mono_mono","canola","winter canola cover crop","rapeseed","rapeseed cover crop","Mixture comparisons","Non-legume",NA,NA,NA,NA,NA,NA,23.33,"Crop Yields | Stand Count | Soybean","NA | NA"
"1963","Cover crop",49,"2011-3","3","2","Crop Yields","Stand Count","Soybean","soybean stand count",NA,"NA","plants/m","Tukey","mean",2,"NA","NA",15,1,"NA","NA",17.7,"ns","0","mono_mono","canola","winter canola cover crop","winter rye","winter rye cover crop","Mixture comparisons","Non-legume",NA,NA,NA,NA,NA,NA,18,"Crop Yields | Stand Count | Soybean","NA | NA"
"1964","Cover crop",49,"2011-3","3","2","Crop Yields","Stand Count","Soybean","soybean stand count",NA,"NA","plants/m","Tukey","mean",3,"NA","NA",12,4,"NA","NA",18.5,"0.05","NA","mono_mono","mustard","mustard cover crop","rapeseed","rapeseed cover crop","Mixture comparisons","Non-legume",NA,NA,NA,NA,NA,NA,54.17,"Crop Yields | Stand Count | Soybean","NA | NA"
"1965","Cover crop",49,"2011-3","3","2","Crop Yields","Stand Count","Soybean","soybean stand count",NA,"NA","plants/m","Tukey","mean",3,"NA","NA",12,1,"NA","NA",17.7,"0.05","NA","mono_mono","mustard","mustard cover crop","winter rye","winter rye cover crop","Mixture comparisons","Non-legume",NA,NA,NA,NA,NA,NA,47.5,"Crop Yields | Stand Count | Soybean","NA | NA"
"1966","Cover crop",49,"2011-3","3","2","Crop Yields","Stand Count","Soybean","soybean stand count",NA,"NA","plants/m","Tukey","mean",4,"NA","NA",18.5,1,"NA","NA",17.7,"ns","0","mono_mono","rapeseed","rapeseed cover crop","winter rye","winter rye cover crop","Mixture comparisons","Non-legume",NA,NA,NA,NA,NA,NA,-4.32,"Crop Yields | Stand Count | Soybean","NA | NA"
"1967","Cover crop",49,"2011-3","1","3","Crop Yields","Stand Count","Soybean","soybean stand count",NA,"NA","plants/m","Tukey","mean",0,"NA","NA",18.1,4,"NA","NA",21,"ns","0","mono","no cover crop","no cover crop","rapeseed","rapeseed cover crop","Single species","Non-legume",NA,NA,NA,NA,NA,NA,16.02,"Crop Yields | Stand Count | Soybean","NA | NA"
"1968","Cover crop",49,"2011-3","1","3","Crop Yields","Stand Count","Soybean","soybean stand count",NA,"NA","plants/m","Tukey","mean",0,"NA","NA",18.1,1,"NA","NA",20.7,"ns","0","mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume",NA,NA,NA,NA,NA,NA,14.36,"Crop Yields | Stand Count | Soybean","NA | NA"
"1969","Cover crop",49,"2011-3","1","3","Crop Yields","Stand Count","Soybean","soybean stand count",NA,"NA","plants/m","Tukey","mean",4,"NA","NA",21,1,"NA","NA",20.7,"ns","0","mono_mono","rapeseed","rapeseed cover crop","winter rye","winter rye cover crop","Mixture comparisons","Non-legume",NA,NA,NA,NA,NA,NA,-1.43,"Crop Yields | Stand Count | Soybean","NA | NA"
"1970","Cover crop",49,"2011-3","2","3","Crop Yields","Stand Count","Soybean","soybean stand count",NA,"NA","plants/m","Tukey","mean",0,"NA","NA",11.5,4,"NA","NA",12.2,"ns","0","mono","no cover crop","no cover crop","rapeseed","rapeseed cover crop","Single species","Non-legume",NA,NA,NA,NA,NA,NA,6.09,"Crop Yields | Stand Count | Soybean","NA | NA"
"1971","Cover crop",49,"2011-3","2","3","Crop Yields","Stand Count","Soybean","soybean stand count",NA,"NA","plants/m","Tukey","mean",0,"NA","NA",11.5,1,"NA","NA",10.8,"ns","0","mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume",NA,NA,NA,NA,NA,NA,-6.09,"Crop Yields | Stand Count | Soybean","NA | NA"
"1972","Cover crop",49,"2011-3","2","3","Crop Yields","Stand Count","Soybean","soybean stand count",NA,"NA","plants/m","Tukey","mean",4,"NA","NA",12.2,1,"NA","NA",10.8,"ns","0","mono_mono","rapeseed","rapeseed cover crop","winter rye","winter rye cover crop","Mixture comparisons","Non-legume",NA,NA,NA,NA,NA,NA,-11.48,"Crop Yields | Stand Count | Soybean","NA | NA"
"1973","Cover crop",49,"2011-3","3","3","Crop Yields","Stand Count","Soybean","soybean stand count",NA,"NA","plants/m","Tukey","mean",0,"NA","NA",14.9,1,"NA","NA",15.4,"ns","0","mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume",NA,NA,NA,NA,NA,NA,3.36,"Crop Yields | Stand Count | Soybean","NA | NA"
"1974","Cover crop",49,"2011-3","1","4","Crop Yields","Stand Count","Soybean","soybean stand count",NA,"NA","plants/m","Tukey","mean",0,"NA","NA",22.5,4,"NA","NA",20.7,"ns","0","mono","no cover crop","no cover crop","rapeseed","rapeseed cover crop","Single species","Non-legume",NA,NA,NA,NA,NA,NA,-8,"Crop Yields | Stand Count | Soybean","NA | NA"
"1975","Cover crop",49,"2011-3","1","4","Crop Yields","Stand Count","Soybean","soybean stand count",NA,"NA","plants/m","Tukey","mean",0,"NA","NA",22.5,1,"NA","NA",21.9,"ns","0","mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume",NA,NA,NA,NA,NA,NA,-2.67,"Crop Yields | Stand Count | Soybean","NA | NA"
"1976","Cover crop",49,"2011-3","1","4","Crop Yields","Stand Count","Soybean","soybean stand count",NA,"NA","plants/m","Tukey","mean",4,"NA","NA",20.7,1,"NA","NA",21.9,"ns","0","mono_mono","rapeseed","rapeseed cover crop","winter rye","winter rye cover crop","Mixture comparisons","Non-legume",NA,NA,NA,NA,NA,NA,5.8,"Crop Yields | Stand Count | Soybean","NA | NA"
"1977","Cover crop",49,"2011-3","2","4","Crop Yields","Stand Count","Soybean","soybean stand count",NA,"NA","plants/m","Tukey","mean",0,"NA","NA",22.5,4,"NA","NA",20.7,"ns","0","mono","no cover crop","no cover crop","rapeseed","rapeseed cover crop","Single species","Non-legume",NA,NA,NA,NA,NA,NA,-8,"Crop Yields | Stand Count | Soybean","NA | NA"
"1978","Cover crop",49,"2011-3","2","4","Crop Yields","Stand Count","Soybean","soybean stand count",NA,"NA","plants/m","Tukey","mean",0,"NA","NA",22.5,1,"NA","NA",21.9,"ns","0","mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume",NA,NA,NA,NA,NA,NA,-2.67,"Crop Yields | Stand Count | Soybean","NA | NA"
"1979","Cover crop",49,"2011-3","2","4","Crop Yields","Stand Count","Soybean","soybean stand count",NA,"NA","plants/m","Tukey","mean",4,"NA","NA",20.7,1,"NA","NA",21.9,"ns","0","mono_mono","rapeseed","rapeseed cover crop","winter rye","winter rye cover crop","Mixture comparisons","Non-legume",NA,NA,NA,NA,NA,NA,5.8,"Crop Yields | Stand Count | Soybean","NA | NA"
"1980","Cover crop",49,"2011-3","3","4","Crop Yields","Stand Count","Soybean","soybean stand count",NA,"NA","plants/m","Tukey","mean",0,"NA","NA",23.9,4,"NA","NA",23,"ns","0","mono","no cover crop","no cover crop","rapeseed","rapeseed cover crop","Single species","Non-legume",NA,NA,NA,NA,NA,NA,-3.77,"Crop Yields | Stand Count | Soybean","NA | NA"
"1981","Cover crop",49,"2011-3","3","4","Crop Yields","Stand Count","Soybean","soybean stand count",NA,"NA","plants/m","Tukey","mean",0,"NA","NA",23.9,1,"NA","NA",23.4,"ns","0","mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume",NA,NA,NA,NA,NA,NA,-2.09,"Crop Yields | Stand Count | Soybean","NA | NA"
"1982","Cover crop",49,"2011-3","3","4","Crop Yields","Stand Count","Soybean","soybean stand count",NA,"NA","plants/m","Tukey","mean",4,"NA","NA",23,1,"NA","NA",23.4,"ns","0","mono_mono","rapeseed","rapeseed cover crop","winter rye","winter rye cover crop","Mixture comparisons","Non-legume",NA,NA,NA,NA,NA,NA,1.74,"Crop Yields | Stand Count | Soybean","NA | NA"
"1983","Cover crop",22,"2010-2","1","1","Pests","Weeds","Weeed community (biomass)","weed biomass after termination of cover crops",NA,"NA","g/m^2","Tukey","mean",0,"NA","NA",6.8,3,"NA","NA",0.7,"0.05","1","mono","no cover crop","no winter cover crop","winter triticale","winter triticale cover crop","Single species","Non-legume",NA,NA,NA,NA,NA,NA,-89.71,"Pests | Weeds | Weeed community (biomass)","NA | NA"
"1984","Cover crop",22,"2010-2","2","1","Pests","Weeds","Weeed community (biomass)","weed biomass after termination of cover crops",NA,"NA","g/m^2","Tukey","mean",0,"NA","NA",22.5,3,"NA","NA",5,"0.05","1","mono","no cover crop","no winter cover crop","winter triticale","winter triticale cover crop","Single species","Non-legume",NA,NA,NA,NA,NA,NA,-77.78,"Pests | Weeds | Weeed community (biomass)","NA | NA"
"1985","Cover crop",22,"2010-2","1","1","Pests","Weeds","Weeed community (biomass)","weed biomass after termination of cover crops",NA,"NA","g/m^2","Tukey","mean",1,"NA","NA",1.2,2,"NA","NA",0.3,"ns","0","mono_mono","hairy vetch","hairy vetch winter cover crop","winter rye","rye winter cover crop","Mixture comparisons","Non-legume",NA,NA,NA,NA,NA,NA,-75,"Pests | Weeds | Weeed community (biomass)","NA | NA"
"1986","Cover crop",22,"2010-2","1","1","Pests","Weeds","Weeed community (biomass)","weed biomass after termination of cover crops",NA,"NA","g/m^2","Tukey","mean",1,"NA","NA",1.2,3,"NA","NA",0.7,"ns","0","mono_mono","hairy vetch","hairy vetch winter cover crop","winter triticale","winter triticale cover crop","Mixture comparisons","Non-legume",NA,NA,NA,NA,NA,NA,-41.67,"Pests | Weeds | Weeed community (biomass)","NA | NA"
"1987","Cover crop",22,"2010-2","1","1","Pests","Weeds","Weeed community (biomass)","weed biomass after termination of cover crops",NA,"NA","g/m^2","Tukey","mean",1,"NA","NA",1.2,4,"NA","NA",0.3,"ns","0","mono_mono","hairy vetch","hairy vetch winter cover crop","Austrian winter pea","Austrian winter peas cover crop","Mixture comparisons","Legume",NA,NA,NA,NA,NA,NA,-75,"Pests | Weeds | Weeed community (biomass)","NA | NA"
"1988","Cover crop",22,"2010-2","1","1","Pests","Weeds","Weeed community (biomass)","weed biomass after termination of cover crops",NA,"NA","g/m^2","Tukey","mean",1,"NA","NA",1.2,5,"NA","NA",1,"ns","0","mono_mono","hairy vetch","hairy vetch winter cover crop","barley","winter barley cover cro","Mixture comparisons","Non-legume",NA,NA,NA,NA,NA,NA,-16.67,"Pests | Weeds | Weeed community (biomass)","NA | NA"
"1989","Cover crop",22,"2010-2","2","1","Pests","Weeds","Weeed community (biomass)","weed biomass after termination of cover crops",NA,"NA","g/m^2","Tukey","mean",1,"NA","NA",5.5,2,"NA","NA",0.2,"ns","0","mono_mono","hairy vetch","hairy vetch winter cover crop","winter rye","rye winter cover crop","Mixture comparisons","Non-legume",NA,NA,NA,NA,NA,NA,-96.36,"Pests | Weeds | Weeed community (biomass)","NA | NA"
"1990","Cover crop",22,"2010-2","2","1","Pests","Weeds","Weeed community (biomass)","weed biomass after termination of cover crops",NA,"NA","g/m^2","Tukey","mean",1,"NA","NA",5.5,3,"NA","NA",5,"ns","0","mono_mono","hairy vetch","hairy vetch winter cover crop","winter triticale","winter triticale cover crop","Mixture comparisons","Non-legume",NA,NA,NA,NA,NA,NA,-9.09,"Pests | Weeds | Weeed community (biomass)","NA | NA"
"1991","Cover crop",22,"2010-2","2","1","Pests","Weeds","Weeed community (biomass)","weed biomass after termination of cover crops",NA,"NA","g/m^2","Tukey","mean",1,"NA","NA",5.5,5,"NA","NA",0.4,"ns","0","mono_mono","hairy vetch","hairy vetch winter cover crop","barley","winter barley cover cro","Mixture comparisons","Non-legume",NA,NA,NA,NA,NA,NA,-92.73,"Pests | Weeds | Weeed community (biomass)","NA | NA"
"1992","Cover crop",22,"2010-2","1","1","Pests","Weeds","Weeed community (biomass)","weed biomass after termination of cover crops",NA,"NA","g/m^2","Tukey","mean",2,"NA","NA",0.3,3,"NA","NA",0.7,"ns","0","mono_mono","winter rye","rye winter cover crop","winter triticale","winter triticale cover crop","Mixture comparisons","Non-legume",NA,NA,NA,NA,NA,NA,133.33,"Pests | Weeds | Weeed community (biomass)","NA | NA"
"1993","Cover crop",22,"2010-2","1","1","Pests","Weeds","Weeed community (biomass)","weed biomass after termination of cover crops",NA,"NA","g/m^2","Tukey","mean",2,"NA","NA",0.3,4,"NA","NA",0.3,"ns","0","mono_mono","winter rye","rye winter cover crop","Austrian winter pea","Austrian winter peas cover crop","Mixture comparisons","Legume",NA,NA,NA,NA,NA,NA,0,"Pests | Weeds | Weeed community (biomass)","NA | NA"
"1994","Cover crop",22,"2010-2","1","1","Pests","Weeds","Weeed community (biomass)","weed biomass after termination of cover crops",NA,"NA","g/m^2","Tukey","mean",2,"NA","NA",0.3,5,"NA","NA",1,"ns","0","mono_mono","winter rye","rye winter cover crop","barley","winter barley cover cro","Mixture comparisons","Non-legume",NA,NA,NA,NA,NA,NA,233.33,"Pests | Weeds | Weeed community (biomass)","NA | NA"
"1995","Cover crop",22,"2010-2","2","1","Pests","Weeds","Weeed community (biomass)","weed biomass after termination of cover crops",NA,"NA","g/m^2","Tukey","mean",2,"NA","NA",0.2,3,"NA","NA",5,"ns","0","mono_mono","winter rye","rye winter cover crop","winter triticale","winter triticale cover crop","Mixture comparisons","Non-legume",NA,NA,NA,NA,NA,NA,2400,"Pests | Weeds | Weeed community (biomass)","NA | NA"
"1996","Cover crop",22,"2010-2","2","1","Pests","Weeds","Weeed community (biomass)","weed biomass after termination of cover crops",NA,"NA","g/m^2","Tukey","mean",2,"NA","NA",0.2,5,"NA","NA",0.4,"ns","0","mono_mono","winter rye","rye winter cover crop","barley","winter barley cover cro","Mixture comparisons","Non-legume",NA,NA,NA,NA,NA,NA,100,"Pests | Weeds | Weeed community (biomass)","NA | NA"
"1997","Cover crop",22,"2010-2","1","1","Pests","Weeds","Weeed community (biomass)","weed biomass after termination of cover crops",NA,"NA","g/m^2","Tukey","mean",3,"NA","NA",0.7,4,"NA","NA",0.3,"ns","0","mono_mono","winter triticale","winter triticale cover crop","Austrian winter pea","Austrian winter peas cover crop","Mixture comparisons","Legume",NA,NA,NA,NA,NA,NA,-57.14,"Pests | Weeds | Weeed community (biomass)","NA | NA"
"1998","Cover crop",22,"2010-2","1","1","Pests","Weeds","Weeed community (biomass)","weed biomass after termination of cover crops",NA,"NA","g/m^2","Tukey","mean",3,"NA","NA",0.7,5,"NA","NA",1,"ns","0","mono_mono","winter triticale","winter triticale cover crop","barley","winter barley cover cro","Mixture comparisons","Non-legume",NA,NA,NA,NA,NA,NA,42.86,"Pests | Weeds | Weeed community (biomass)","NA | NA"
"1999","Cover crop",22,"2010-2","2","1","Pests","Weeds","Weeed community (biomass)","weed biomass after termination of cover crops",NA,"NA","g/m^2","Tukey","mean",3,"NA","NA",5,5,"NA","NA",0.4,"ns","0","mono_mono","winter triticale","winter triticale cover crop","barley","winter barley cover cro","Mixture comparisons","Non-legume",NA,NA,NA,NA,NA,NA,-92,"Pests | Weeds | Weeed community (biomass)","NA | NA"
"2000","Cover crop",22,"2010-2","1","1","Pests","Weeds","Weeed community (biomass)","weed biomass after termination of cover crops",NA,"NA","g/m^2","Tukey","mean",4,"NA","NA",0.3,5,"NA","NA",1,"ns","0","mono_mono","Austrian winter peas","Austrian winter peas cover crop","barley","winter barley cover cro","Mixture comparisons","Non-legume",NA,NA,NA,NA,NA,NA,233.33,"Pests | Weeds | Weeed community (biomass)","NA | NA"
"2001","Cover crop",19,"2005-1","1","1","Pests","Invertebrate Pests","Soybean aphid","proportion of soybean plants infested with Aphis glycines per field (30 plants assessed / field)",NA,"NA","# infested plants/# plants per field","Wilcoxon ranked sign sum test","mean",0,"NA","NA",0.49,1,"NA","NA",0.25,"1E-4","1","mono","no cover crop","no winter cover crop","winter rye","rye winter cover crop","Single species","Non-legume",NA,NA,NA,NA,NA,NA,-48.98,"Pests | Invertebrate Pests | Soybean aphid","NA | NA"
"2002","Cover crop",19,"2005-1","1","1","Pests","Invertebrate Pests","Soybean aphid","proportion of soybean plants infested with Aphis glycines per field (30 plants assessed / field)",NA,"NA","# infested plants/# plants per field","Wilcoxon ranked sign sum test","se",0,"NA","NA",0.06,1,"NA","NA",0.08,"1E-4","1","mono","no cover crop","no winter cover crop","winter rye","rye winter cover crop","Single species","Non-legume",NA,NA,NA,NA,NA,NA,33.33,"Pests | Invertebrate Pests | Soybean aphid","NA | NA"
"2003","Cover crop",45,"2012-2","1;2","1;2","Other Soil Properties","Abiotic Factors","Soil temperature","soil temperature","0-10 cm","0-30 cm","C","ANOVA","mean",0,"2","5",22.43,1,"2","5",22.08,"ns","0","mono","no cover crop","no winter cover crop, depression location, chisel plow","winter rye","rye winter cover crop, depression location, chisel plow","Single species","Non-legume",NA,NA,NA,NA,NA,NA,-1.56,"Other Soil Properties | Abiotic Factors | Soil temperature","NA | NA"
"2004","Cover crop",45,"2012-2","1;2","1;2","Other Soil Properties","Abiotic Factors","Soil temperature","soil temperature","0-10 cm","0-30 cm","C","ANOVA","mean",0,"2","6",22.66,1,"2","6",22.41,"ns","0","mono","no cover crop","no winter cover crop, depression location, ridge-tillage","winter rye","rye winter cover crop, depression location,  ridge-tillage","Single species","Non-legume",NA,NA,NA,NA,NA,NA,-1.1,"Other Soil Properties | Abiotic Factors | Soil temperature","NA | NA"
"2005","Cover crop",45,"2012-2","1;2","1;2","Other Soil Properties","Abiotic Factors","Soil temperature","soil temperature","0-10 cm","0-30 cm","C","ANOVA","mean",0,"3","5",25.87,1,"3","5",25.71,"ns","0","mono","no cover crop","no winter cover crop, slope location, chisel plow","winter rye","rye winter cover crop, slope location, chisel plow","Single species","Non-legume",NA,NA,NA,NA,NA,NA,-0.62,"Other Soil Properties | Abiotic Factors | Soil temperature","NA | NA"
"2006","Cover crop",45,"2012-2","1;2","1;2","Other Soil Properties","Abiotic Factors","Soil temperature","soil temperature","0-10 cm","0-30 cm","C","ANOVA","mean",0,"3","6",24.39,1,"3","6",24.69,"ns","0","mono","no cover crop","no winter cover crop, slope location, ridge-tillage","winter rye","rye winter cover crop, slope location,  ridge-tillage","Single species","Non-legume",NA,NA,NA,NA,NA,NA,1.23,"Other Soil Properties | Abiotic Factors | Soil temperature","NA | NA"
"2007","Cover crop",45,"2012-2","1;2","1;2","Other Soil Properties","Abiotic Factors","Soil temperature","soil temperature","0-10 cm","0-30 cm","C","ANOVA","mean",0,"4","5",23.87,1,"4","5",24.1,"ns","0","mono","no cover crop","no winter cover crop, summit location, chisel plow","winter rye","rye winter cover crop, summit location, chisel plow","Single species","Non-legume",NA,NA,NA,NA,NA,NA,0.96,"Other Soil Properties | Abiotic Factors | Soil temperature","NA | NA"
"2008","Cover crop",45,"2012-2","1;2","1;2","Other Soil Properties","Abiotic Factors","Soil temperature","soil temperature","0-10 cm","0-30 cm","C","ANOVA","mean",0,"4","6",23.28,1,"4","6",23.95,"ns","0","mono","no cover crop","no winter cover crop, summit location, ridge-tillage","winter rye","rye winter cover crop, summit location,  ridge-tillage","Single species","Non-legume",NA,NA,NA,NA,NA,NA,2.88,"Other Soil Properties | Abiotic Factors | Soil temperature","NA | NA"
"2009","Cover crop",49,"2011-3","1","1","Pests","Pathogens","Pathogens","soybean root rot (general)",NA,"NA","scale (1-5 where 1 = roots with 0 to 20% discoloration, 2 = 21 to 40% discoloration, 3 = 41 to 60% discoloration, 4 = 61 to 80% discoloration, and 5 = roots with 81 to 100% discoloration)","Tukey","mean",0,"NA","NA",1.2,2,"NA","NA",1.6,"ns","0","mono","no cover crop","no cover crop","canola","winter canola cover crop","Single species","Non-legume",NA,NA,NA,NA,NA,NA,0.4,"Pests | Pathogens | Pathogens","NA | NA"
"2010","Cover crop",49,"2011-3","1","1","Pests","Pathogens","Pathogens","soybean root rot (general)",NA,"NA","scale (1-5 where 1 = roots with 0 to 20% discoloration, 2 = 21 to 40% discoloration, 3 = 41 to 60% discoloration, 4 = 61 to 80% discoloration, and 5 = roots with 81 to 100% discoloration)","Tukey","mean",0,"NA","NA",1.2,3,"NA","NA",1.8,"ns","0","mono","no cover crop","no cover crop","mustard","mustard cover crop","Single species","Non-legume",NA,NA,NA,NA,NA,NA,0.6,"Pests | Pathogens | Pathogens","NA | NA"
"2011","Cover crop",49,"2011-3","1","1","Pests","Pathogens","Pathogens","soybean root rot (general)",NA,"NA","scale (1-5 where 1 = roots with 0 to 20% discoloration, 2 = 21 to 40% discoloration, 3 = 41 to 60% discoloration, 4 = 61 to 80% discoloration, and 5 = roots with 81 to 100% discoloration)","Tukey","mean",0,"NA","NA",1.2,4,"NA","NA",1.2,"ns","0","mono","no cover crop","no cover crop","rapeseed","rapeseed cover crop","Single species","Non-legume",NA,NA,NA,NA,NA,NA,0,"Pests | Pathogens | Pathogens","NA | NA"
"2012","Cover crop",49,"2011-3","1","1","Pests","Pathogens","Pathogens","soybean root rot (general)",NA,"NA","scale (1-5 where 1 = roots with 0 to 20% discoloration, 2 = 21 to 40% discoloration, 3 = 41 to 60% discoloration, 4 = 61 to 80% discoloration, and 5 = roots with 81 to 100% discoloration)","Tukey","mean",0,"NA","NA",1.2,1,"NA","NA",1.3,"ns","0","mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume",NA,NA,NA,NA,NA,NA,0.1,"Pests | Pathogens | Pathogens","NA | NA"
"2013","Cover crop",49,"2011-3","1","1","Pests","Nematodes","Soybean cyst nematode","soybean cyst nematode egg counts",NA,"NA","# eggs/100 ml soil","Tukey","mean",0,"NA","NA",461,2,"NA","NA",85,"0.05","1","mono","no cover crop","no cover crop","canola","winter canola cover crop","Single species","Non-legume",NA,NA,NA,NA,NA,NA,-81.56,"Pests | Nematodes | Soybean cyst nematode","NA | NA"
"2014","Cover crop",49,"2011-3","1","1","Pests","Nematodes","Soybean cyst nematode","soybean cyst nematode egg counts",NA,"NA","# eggs/100 ml soil","Tukey","mean",0,"NA","NA",461,3,"NA","NA",305,"ns","0","mono","no cover crop","no cover crop","mustard","mustard cover crop","Single species","Non-legume",NA,NA,NA,NA,NA,NA,-33.84,"Pests | Nematodes | Soybean cyst nematode","NA | NA"
"2015","Cover crop",49,"2011-3","1","1","Pests","Nematodes","Soybean cyst nematode","soybean cyst nematode egg counts",NA,"NA","# eggs/100 ml soil","Tukey","mean",0,"NA","NA",461,4,"NA","NA",231,"ns","0","mono","no cover crop","no cover crop","rapeseed","rapeseed cover crop","Single species","Non-legume",NA,NA,NA,NA,NA,NA,-49.89,"Pests | Nematodes | Soybean cyst nematode","NA | NA"
"2016","Cover crop",49,"2011-3","1","1","Pests","Nematodes","Soybean cyst nematode","soybean cyst nematode egg counts",NA,"NA","# eggs/100 ml soil","Tukey","mean",0,"NA","NA",461,1,"NA","NA",149,"ns","0","mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume",NA,NA,NA,NA,NA,NA,-67.68,"Pests | Nematodes | Soybean cyst nematode","NA | NA"
