"","...1","review","paper_id","duration","rv_year","loc_multi_results","group_level1","group_level2","group_level3","rv","rv_timeseries","rv_depth","sample_depth","rv_units","stat_test","stat_type","trt1","trt1_int","trt1_int2","trt1_value","trt2","trt2_int","trt2_int2","trt2_value","significance","finelevel_group","trt1_name","trt1_details","trt2_name","trt2_details","tillage_1","tillage_2","trt_compare","crop_type","norm_interp2","norm_interp3","group_level1_alt","group_level2_alt","norm_interp2_alt","norm_interp3_alt","per_change","grouping","normative_effect"
"1",1,"Tillage",6000,"2017-2","1",1,"Crop Yields","Yields","Maize","maize grain yield, long season, no manure, high fertility site","No","NA","NA","ton/ha","Tukey","mean",0,"NA","NA",3.93,1,"NA","NA",5.89,"0.05","HH15cm_NT","Conventional Tillage","hand hoe, 15 cm depth","No Tillage","no tillage",0,16,"Conventional Tillage - No Tillage","Cereal","Positive","assumed societal benefit",NA,"NA","NA","NA",49.87,"Crop Yields | Yields | Maize","Positive | assumed societal benefit"
"1846",1834,"Tillage",6020,"2003-6","3",1,"Climate Mitigation","Carbon Storage","Soil Organic Carbon","total soil organic carbon, crop residues added","No","15-30 cm","0-30 cm","mg C/g soil","ANOVA","mean",0,"3","NA",18.1,1,"3","NA",16.9,"ns","conv_MT","Conventional Tillage","conventional tillage, 0 Mg/ha maize residue applied to surface","Conservation Tillage","hand hoe, 3 cm depth, 0 Mg/ha maize residue applied to surface",5.5,11,"Conventional Tillage - Conservation Tillage","Bean;Cereal","Positive","assumed societal benefit","Other Soil Properties","Chemical Properties","Dependent on other factors","assumed societal benefit",-6.63,"Climate Mitigation | Carbon Storage | Soil Organic Carbon ; Other Soil Properties | Chemical Properties | Soil Organic Carbon","Positive | assumed societal benefit ; Dependent on other factors | assumed societal benefit"
"1847",1835,"Tillage",6020,"2003-6","4",1,"Climate Mitigation","Carbon Storage","Soil Organic Carbon","total soil organic carbon, no crop residues added","No","15-30 cm","0-30 cm","mg C/g soil","ANOVA","mean",0,"2","NA",18.4,1,"2","NA",16.1,"ns","conv_MT","Conventional Tillage","conventional tillage, 0 Mg/ha maize residue applied to surface","Conservation Tillage","hand hoe, 3 cm depth, 0 Mg/ha maize residue applied to surface",5.5,11,"Conventional Tillage - Conservation Tillage","Bean;Cereal","Positive","assumed societal benefit","Other Soil Properties","Chemical Properties","Dependent on other factors","assumed societal benefit",-12.5,"Climate Mitigation | Carbon Storage | Soil Organic Carbon ; Other Soil Properties | Chemical Properties | Soil Organic Carbon","Positive | assumed societal benefit ; Dependent on other factors | assumed societal benefit"
"1848",1836,"Tillage",6020,"2003-6","4",1,"Climate Mitigation","Carbon Storage","Soil Organic Carbon","total soil organic carbon, crop residues added","No","15-30 cm","0-30 cm","mg C/g soil","ANOVA","mean",0,"3","NA",18.1,1,"3","NA",18.4,"ns","conv_MT","Conventional Tillage","conventional tillage, 0 Mg/ha maize residue applied to surface","Conservation Tillage","hand hoe, 3 cm depth, 0 Mg/ha maize residue applied to surface",5.5,11,"Conventional Tillage - Conservation Tillage","Bean;Cereal","Positive","assumed societal benefit","Other Soil Properties","Chemical Properties","Dependent on other factors","assumed societal benefit",1.66,"Climate Mitigation | Carbon Storage | Soil Organic Carbon ; Other Soil Properties | Chemical Properties | Soil Organic Carbon","Positive | assumed societal benefit ; Dependent on other factors | assumed societal benefit"
"1849",1837,"Tillage",6020,"2003-6","5",1,"Climate Mitigation","Carbon Storage","Soil Organic Carbon","total soil organic carbon, no crop residues added","No","15-30 cm","0-30 cm","mg C/g soil","ANOVA","mean",0,"2","NA",18.4,1,"2","NA",17.6,"ns","conv_MT","Conventional Tillage","conventional tillage, 0 Mg/ha maize residue applied to surface","Conservation Tillage","hand hoe, 3 cm depth, 0 Mg/ha maize residue applied to surface",5.5,11,"Conventional Tillage - Conservation Tillage","Bean;Cereal","Positive","assumed societal benefit","Other Soil Properties","Chemical Properties","Dependent on other factors","assumed societal benefit",-4.35,"Climate Mitigation | Carbon Storage | Soil Organic Carbon ; Other Soil Properties | Chemical Properties | Soil Organic Carbon","Positive | assumed societal benefit ; Dependent on other factors | assumed societal benefit"
"1850",1838,"Tillage",6020,"2003-6","5",1,"Climate Mitigation","Carbon Storage","Soil Organic Carbon","total soil organic carbon, crop residues added","No","15-30 cm","0-30 cm","mg C/g soil","ANOVA","mean",0,"3","NA",18.9,1,"3","NA",17.8,"ns","conv_MT","Conventional Tillage","conventional tillage, 0 Mg/ha maize residue applied to surface","Conservation Tillage","hand hoe, 3 cm depth, 0 Mg/ha maize residue applied to surface",5.5,11,"Conventional Tillage - Conservation Tillage","Bean;Cereal","Positive","assumed societal benefit","Other Soil Properties","Chemical Properties","Dependent on other factors","assumed societal benefit",-5.82,"Climate Mitigation | Carbon Storage | Soil Organic Carbon ; Other Soil Properties | Chemical Properties | Soil Organic Carbon","Positive | assumed societal benefit ; Dependent on other factors | assumed societal benefit"
"1851",1839,"Tillage",6020,"2003-6","6",1,"Climate Mitigation","Carbon Storage","Soil Organic Carbon","total soil organic carbon, no crop residues added","No","15-30 cm","0-30 cm","mg C/g soil","ANOVA","mean",0,"2","NA",18.5,1,"2","NA",16,"ns","conv_MT","Conventional Tillage","conventional tillage, 0 Mg/ha maize residue applied to surface","Conservation Tillage","hand hoe, 3 cm depth, 0 Mg/ha maize residue applied to surface",5.5,11,"Conventional Tillage - Conservation Tillage","Bean;Cereal","Positive","assumed societal benefit","Other Soil Properties","Chemical Properties","Dependent on other factors","assumed societal benefit",-13.51,"Climate Mitigation | Carbon Storage | Soil Organic Carbon ; Other Soil Properties | Chemical Properties | Soil Organic Carbon","Positive | assumed societal benefit ; Dependent on other factors | assumed societal benefit"
"1852",1840,"Tillage",6020,"2003-6","6",1,"Climate Mitigation","Carbon Storage","Soil Organic Carbon","total soil organic carbon, crop residues added","No","15-30 cm","0-30 cm","mg C/g soil","ANOVA","mean",0,"3","NA",20.2,1,"3","NA",18.3,"ns","conv_MT","Conventional Tillage","conventional tillage, 0 Mg/ha maize residue applied to surface","Conservation Tillage","hand hoe, 3 cm depth, 0 Mg/ha maize residue applied to surface",5.5,11,"Conventional Tillage - Conservation Tillage","Bean;Cereal","Positive","assumed societal benefit","Other Soil Properties","Chemical Properties","Dependent on other factors","assumed societal benefit",-9.41,"Climate Mitigation | Carbon Storage | Soil Organic Carbon ; Other Soil Properties | Chemical Properties | Soil Organic Carbon","Positive | assumed societal benefit ; Dependent on other factors | assumed societal benefit"
"1853",1841,"Tillage",6020,"2003-6","3",1,"Crop Yields","Yields","Maize","maize grain yield, no crop residues added","No","NA","NA","t/ha","ANOVA","mean",0,"2","NA",6.3,1,"2","NA",4.77,"NA","conv_MT","Conventional Tillage","conventional tillage, 0 Mg/ha maize residue applied to surface","Conservation Tillage","hand hoe, 3 cm depth, 0 Mg/ha maize residue applied to surface",5.5,11,"Conventional Tillage - Conservation Tillage","Cereal","Positive","assumed societal benefit",NA,"NA","NA","NA",-24.29,"Crop Yields | Yields | Maize","Positive | assumed societal benefit"
"1854",1842,"Tillage",6020,"2003-6","3",1,"Crop Yields","Yields","Maize","maize grain yield, crop residues added","No","NA","NA","t/ha","ANOVA","mean",0,"3","NA",6.04,1,"3","NA",6.2,"NA","conv_MT","Conventional Tillage","conventional tillage, 0 Mg/ha maize residue applied to surface","Conservation Tillage","hand hoe, 3 cm depth, 0 Mg/ha maize residue applied to surface",5.5,11,"Conventional Tillage - Conservation Tillage","Cereal","Positive","assumed societal benefit",NA,"NA","NA","NA",2.65,"Crop Yields | Yields | Maize","Positive | assumed societal benefit"
"1855",1843,"Tillage",6020,"2003-6","4",1,"Crop Yields","Yields","Maize","maize grain yield, no crop residues added","No","NA","NA","t/ha","ANOVA","mean",0,"2","NA",3.93,1,"2","NA",3.51,"NA","conv_MT","Conventional Tillage","conventional tillage, 0 Mg/ha maize residue applied to surface","Conservation Tillage","hand hoe, 3 cm depth, 0 Mg/ha maize residue applied to surface",5.5,11,"Conventional Tillage - Conservation Tillage","Cereal","Positive","assumed societal benefit",NA,"NA","NA","NA",-10.69,"Crop Yields | Yields | Maize","Positive | assumed societal benefit"
"1856",1844,"Tillage",6020,"2003-6","4",1,"Crop Yields","Yields","Maize","maize grain yield, crop residues added","No","NA","NA","t/ha","ANOVA","mean",0,"3","NA",4.15,1,"3","NA",3.38,"NA","conv_MT","Conventional Tillage","conventional tillage, 0 Mg/ha maize residue applied to surface","Conservation Tillage","hand hoe, 3 cm depth, 0 Mg/ha maize residue applied to surface",5.5,11,"Conventional Tillage - Conservation Tillage","Cereal","Positive","assumed societal benefit",NA,"NA","NA","NA",-18.55,"Crop Yields | Yields | Maize","Positive | assumed societal benefit"
"1857",1845,"Tillage",6020,"2003-6","5",1,"Crop Yields","Yields","Maize","maize grain yield, no crop residues added","No","NA","NA","t/ha","ANOVA","mean",0,"2","NA",3.2,1,"2","NA",2.56,"NA","conv_MT","Conventional Tillage","conventional tillage, 0 Mg/ha maize residue applied to surface","Conservation Tillage","hand hoe, 3 cm depth, 0 Mg/ha maize residue applied to surface",5.5,11,"Conventional Tillage - Conservation Tillage","Cereal","Positive","assumed societal benefit",NA,"NA","NA","NA",-20,"Crop Yields | Yields | Maize","Positive | assumed societal benefit"
"1858",1846,"Tillage",6020,"2003-6","5",1,"Crop Yields","Yields","Maize","maize grain yield, crop residues added","No","NA","NA","t/ha","ANOVA","mean",0,"3","NA",2.87,1,"3","NA",3.14,"NA","conv_MT","Conventional Tillage","conventional tillage, 0 Mg/ha maize residue applied to surface","Conservation Tillage","hand hoe, 3 cm depth, 0 Mg/ha maize residue applied to surface",5.5,11,"Conventional Tillage - Conservation Tillage","Cereal","Positive","assumed societal benefit",NA,"NA","NA","NA",9.41,"Crop Yields | Yields | Maize","Positive | assumed societal benefit"
"1859",1847,"Tillage",6020,"2003-6","6",1,"Crop Yields","Yields","Maize","maize grain yield, no crop residues added","No","NA","NA","t/ha","ANOVA","mean",0,"2","NA",4.39,1,"2","NA",3.42,"NA","conv_MT","Conventional Tillage","conventional tillage, 0 Mg/ha maize residue applied to surface","Conservation Tillage","hand hoe, 3 cm depth, 0 Mg/ha maize residue applied to surface",5.5,11,"Conventional Tillage - Conservation Tillage","Cereal","Positive","assumed societal benefit",NA,"NA","NA","NA",-22.1,"Crop Yields | Yields | Maize","Positive | assumed societal benefit"
"1860",1848,"Tillage",6020,"2003-6","6",1,"Crop Yields","Yields","Maize","maize grain yield, crop residues added","No","NA","NA","t/ha","ANOVA","mean",0,"3","NA",4.7,1,"3","NA",4.37,"NA","conv_MT","Conventional Tillage","conventional tillage, 0 Mg/ha maize residue applied to surface","Conservation Tillage","hand hoe, 3 cm depth, 0 Mg/ha maize residue applied to surface",5.5,11,"Conventional Tillage - Conservation Tillage","Cereal","Positive","assumed societal benefit",NA,"NA","NA","NA",-7.02,"Crop Yields | Yields | Maize","Positive | assumed societal benefit"
"1861",1849,"Tillage",6020,"2003-6","3",1,"Crop Yields","Yields","Soybean","soybean grain yield, no crop residues added","No","NA","NA","t/ha","ANOVA","mean",0,"2","NA",0.32,1,"2","NA",0.24,"NA","conv_MT","Conventional Tillage","conventional tillage, 0 Mg/ha maize residue applied to surface","Conservation Tillage","hand hoe, 3 cm depth, 0 Mg/ha maize residue applied to surface",5.5,11,"Conventional Tillage - Conservation Tillage","Bean","Positive","assumed societal benefit",NA,"NA","NA","NA",-25,"Crop Yields | Yields | Soybean","Positive | assumed societal benefit"
"1862",1850,"Tillage",6020,"2003-6","3",1,"Crop Yields","Yields","Soybean","soybean grain yield, crop residues added","No","NA","NA","t/ha","ANOVA","mean",0,"3","NA",0.25,1,"3","NA",0.33,"NA","conv_MT","Conventional Tillage","conventional tillage, 0 Mg/ha maize residue applied to surface","Conservation Tillage","hand hoe, 3 cm depth, 0 Mg/ha maize residue applied to surface",5.5,11,"Conventional Tillage - Conservation Tillage","Bean","Positive","assumed societal benefit",NA,"NA","NA","NA",32,"Crop Yields | Yields | Soybean","Positive | assumed societal benefit"
"1863",1851,"Tillage",6020,"2003-6","4",1,"Crop Yields","Yields","Soybean","soybean grain yield, no crop residues added","No","NA","NA","t/ha","ANOVA","mean",0,"2","NA",1.71,1,"2","NA",0.77,"NA","conv_MT","Conventional Tillage","conventional tillage, 0 Mg/ha maize residue applied to surface","Conservation Tillage","hand hoe, 3 cm depth, 0 Mg/ha maize residue applied to surface",5.5,11,"Conventional Tillage - Conservation Tillage","Bean","Positive","assumed societal benefit",NA,"NA","NA","NA",-54.97,"Crop Yields | Yields | Soybean","Positive | assumed societal benefit"
"1864",1852,"Tillage",6020,"2003-6","4",1,"Crop Yields","Yields","Soybean","soybean grain yield, crop residues added","No","NA","NA","t/ha","ANOVA","mean",0,"3","NA",1.51,1,"3","NA",1.66,"NA","conv_MT","Conventional Tillage","conventional tillage, 0 Mg/ha maize residue applied to surface","Conservation Tillage","hand hoe, 3 cm depth, 0 Mg/ha maize residue applied to surface",5.5,11,"Conventional Tillage - Conservation Tillage","Bean","Positive","assumed societal benefit",NA,"NA","NA","NA",9.93,"Crop Yields | Yields | Soybean","Positive | assumed societal benefit"
"1865",1853,"Tillage",6020,"2003-6","5",1,"Crop Yields","Yields","Soybean","soybean grain yield, no crop residues added","No","NA","NA","t/ha","ANOVA","mean",0,"2","NA",1.03,1,"2","NA",0.49,"NA","conv_MT","Conventional Tillage","conventional tillage, 0 Mg/ha maize residue applied to surface","Conservation Tillage","hand hoe, 3 cm depth, 0 Mg/ha maize residue applied to surface",5.5,11,"Conventional Tillage - Conservation Tillage","Bean","Positive","assumed societal benefit",NA,"NA","NA","NA",-52.43,"Crop Yields | Yields | Soybean","Positive | assumed societal benefit"
"1866",1854,"Tillage",6020,"2003-6","5",1,"Crop Yields","Yields","Soybean","soybean grain yield, crop residues added","No","NA","NA","t/ha","ANOVA","mean",0,"3","NA",1.02,1,"3","NA",0.75,"NA","conv_MT","Conventional Tillage","conventional tillage, 0 Mg/ha maize residue applied to surface","Conservation Tillage","hand hoe, 3 cm depth, 0 Mg/ha maize residue applied to surface",5.5,11,"Conventional Tillage - Conservation Tillage","Bean","Positive","assumed societal benefit",NA,"NA","NA","NA",-26.47,"Crop Yields | Yields | Soybean","Positive | assumed societal benefit"
"1867",1855,"Tillage",6020,"2003-6","6",1,"Crop Yields","Yields","Soybean","soybean grain yield, no crop residues added","No","NA","NA","t/ha","ANOVA","mean",0,"2","NA",0.51,1,"2","NA",0.33,"NA","conv_MT","Conventional Tillage","conventional tillage, 0 Mg/ha maize residue applied to surface","Conservation Tillage","hand hoe, 3 cm depth, 0 Mg/ha maize residue applied to surface",5.5,11,"Conventional Tillage - Conservation Tillage","Bean","Positive","assumed societal benefit",NA,"NA","NA","NA",-35.29,"Crop Yields | Yields | Soybean","Positive | assumed societal benefit"
"1868",1856,"Tillage",6020,"2003-6","6",1,"Crop Yields","Yields","Soybean","soybean grain yield, crop residues added","No","NA","NA","t/ha","ANOVA","mean",0,"3","NA",0.5,1,"3","NA",0.53,"NA","conv_MT","Conventional Tillage","conventional tillage, 0 Mg/ha maize residue applied to surface","Conservation Tillage","hand hoe, 3 cm depth, 0 Mg/ha maize residue applied to surface",5.5,11,"Conventional Tillage - Conservation Tillage","Bean","Positive","assumed societal benefit",NA,"NA","NA","NA",6,"Crop Yields | Yields | Soybean","Positive | assumed societal benefit"
"1869",1857,"Tillage",6021,"2007-4","1;2;3;4",1,"Other Soil Properties","Abiotic Factors","Soil Moisture","available water content, maize single crop","No","0-110 cm","0-150cm","mm","LSD","mean",0,"NA","NA",73.02,1,"NA","NA",70.98,"ns","conv_subsoil","Conventional Tillage","moldboard plow","Conventional Tillage","subsoil ripping (every 2 years), ripping every year",1,5,"Conventional Tillage - Conventional Tillage","Cereal","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",-2.79,"Other Soil Properties | Abiotic Factors | Soil Moisture","Dependent on other factors | dependent on other factors"
"1870",1858,"Tillage",6021,"2007-4","1;2;3;4",1,"Other Soil Properties","Abiotic Factors","Soil Moisture","available water content, maize single crop","No","0-110 cm","0-150cm","mm","LSD","mean",0,"NA","NA",73.02,2,"NA","NA",99.57,"0.05","conv_tiedtill","Conventional Tillage","moldboard plow","Conservation Tillage","tied-ridges",1,13.5,"Conventional Tillage - Conservation Tillage","Cereal","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",36.36,"Other Soil Properties | Abiotic Factors | Soil Moisture","Dependent on other factors | dependent on other factors"
"1871",1859,"Tillage",6021,"2007-4","1;2;3;4",1,"Other Soil Properties","Abiotic Factors","Soil Moisture","available water content, maize single crop","No","0-110 cm","0-150cm","mm","LSD","mean",1,"NA","NA",70.98,2,"NA","NA",99.57,"0.05","subsoil_tiedtill","Conventional Tillage","subsoil ripping (every 2 years), ripping every year","Conservation Tillage","tied-ridges",5,13.5,"Conventional Tillage - Conservation Tillage","Cereal","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",40.28,"Other Soil Properties | Abiotic Factors | Soil Moisture","Dependent on other factors | dependent on other factors"
"1872",1860,"Tillage",6021,"2007-4","1;2;3;4",1,"Other Soil Properties","Abiotic Factors","Soil Moisture","available water content, cowpea single crop","No","0-110 cm","0-150cm","mm","LSD","mean",0,"NA","NA",65.36,1,"NA","NA",52.09,"ns","conv_subsoil","Conventional Tillage","moldboard plow","Conventional Tillage","subsoil ripping (every 2 years), ripping every year",1,5,"Conventional Tillage - Conventional Tillage","Bean","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",-20.3,"Other Soil Properties | Abiotic Factors | Soil Moisture","Dependent on other factors | dependent on other factors"
"1873",1861,"Tillage",6021,"2007-4","1;2;3;4",1,"Other Soil Properties","Abiotic Factors","Soil Moisture","available water content, cowpea single crop","No","0-110 cm","0-150cm","mm","LSD","mean",0,"NA","NA",65.36,2,"NA","NA",97.53,"0.05","conv_tiedtill","Conventional Tillage","moldboard plow","Conservation Tillage","tied-ridges",1,13.5,"Conventional Tillage - Conservation Tillage","Bean","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",49.22,"Other Soil Properties | Abiotic Factors | Soil Moisture","Dependent on other factors | dependent on other factors"
"1874",1862,"Tillage",6021,"2007-4","1;2;3;4",1,"Other Soil Properties","Abiotic Factors","Soil Moisture","available water content, cowpea single crop","No","0-110 cm","0-150cm","mm","LSD","mean",1,"NA","NA",52.09,2,"NA","NA",97.53,"0.05","subsoil_tiedtill","Conventional Tillage","subsoil ripping (every 2 years), ripping every year","Conservation Tillage","tied-ridges",5,13.5,"Conventional Tillage - Conservation Tillage","Bean","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",87.23,"Other Soil Properties | Abiotic Factors | Soil Moisture","Dependent on other factors | dependent on other factors"
"1875",1863,"Tillage",6021,"2007-4","1;2;3;4",1,"Other Soil Properties","Abiotic Factors","Soil Moisture","available water content, maize-cowpea intercrop","No","0-110 cm","0-150cm","mm","LSD","mean",0,"NA","NA",61.28,1,"NA","NA",67.91,"ns","conv_subsoil","Conventional Tillage","moldboard plow","Conventional Tillage","subsoil ripping (every 2 years), ripping every year",1,5,"Conventional Tillage - Conventional Tillage","Bean;Cereal","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",10.82,"Other Soil Properties | Abiotic Factors | Soil Moisture","Dependent on other factors | dependent on other factors"
"1876",1864,"Tillage",6021,"2007-4","1;2;3;4",1,"Other Soil Properties","Abiotic Factors","Soil Moisture","available water content, maize-cowpea intercrop","No","0-110 cm","0-150cm","mm","LSD","mean",0,"NA","NA",61.28,2,"NA","NA",91.4,"0.05","conv_tiedtill","Conventional Tillage","moldboard plow","Conservation Tillage","tied-ridges",1,13.5,"Conventional Tillage - Conservation Tillage","Bean;Cereal","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",49.15,"Other Soil Properties | Abiotic Factors | Soil Moisture","Dependent on other factors | dependent on other factors"
"1877",1865,"Tillage",6021,"2007-4","1;2;3;4",1,"Other Soil Properties","Abiotic Factors","Soil Moisture","available water content, maize-cowpea intercrop","No","0-110 cm","0-150cm","mm","LSD","mean",1,"NA","NA",67.91,2,"NA","NA",91.4,"0.05","subsoil_tiedtill","Conventional Tillage","subsoil ripping (every 2 years), ripping every year","Conservation Tillage","tied-ridges",5,13.5,"Conventional Tillage - Conservation Tillage","Bean;Cereal","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",34.59,"Other Soil Properties | Abiotic Factors | Soil Moisture","Dependent on other factors | dependent on other factors"
"1878",1866,"Tillage",6021,"2007-4","1;2;3;4",1,"Other Soil Properties","Abiotic Factors","Soil Moisture","available water content, maize with manure","No","0-110 cm","0-150cm","mm","LSD","mean",0,"NA","NA",101.11,1,"NA","NA",80.68,"0.05","conv_subsoil","Conventional Tillage","moldboard plow","Conventional Tillage","subsoil ripping (every 2 years), ripping every year",1,5,"Conventional Tillage - Conventional Tillage","Cereal","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",-20.21,"Other Soil Properties | Abiotic Factors | Soil Moisture","Dependent on other factors | dependent on other factors"
"1879",1867,"Tillage",6021,"2007-4","1;2;3;4",1,"Other Soil Properties","Abiotic Factors","Soil Moisture","available water content, maize with manure","No","0-110 cm","0-150cm","mm","LSD","mean",0,"NA","NA",101.11,2,"NA","NA",110.81,"ns","conv_tiedtill","Conventional Tillage","moldboard plow","Conservation Tillage","tied-ridges",1,13.5,"Conventional Tillage - Conservation Tillage","Cereal","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",9.59,"Other Soil Properties | Abiotic Factors | Soil Moisture","Dependent on other factors | dependent on other factors"
"1880",1868,"Tillage",6021,"2007-4","1;2;3;4",1,"Other Soil Properties","Abiotic Factors","Soil Moisture","available water content, maize with manure","No","0-110 cm","0-150cm","mm","LSD","mean",1,"NA","NA",80.68,2,"NA","NA",110.81,"0.05","subsoil_tiedtill","Conventional Tillage","subsoil ripping (every 2 years), ripping every year","Conservation Tillage","tied-ridges",5,13.5,"Conventional Tillage - Conservation Tillage","Cereal","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",37.35,"Other Soil Properties | Abiotic Factors | Soil Moisture","Dependent on other factors | dependent on other factors"
"1881",1869,"Tillage",6021,"2007-4","1",1,"Crop Yields","Yields","Maize","maize grain yield, short rains","No","NA","NA","Mg/ha","LSD","mean",0,"NA","NA",1.46,1,"NA","NA",1.48,"ns","conv_subsoil","Conventional Tillage","moldboard plow","Conventional Tillage","subsoil ripping (every 2 years), ripping every year",1,5,"Conventional Tillage - Conventional Tillage","Cereal","Positive","assumed societal benefit",NA,"NA","NA","NA",1.37,"Crop Yields | Yields | Maize","Positive | assumed societal benefit"
"1882",1870,"Tillage",6021,"2007-4","1",1,"Crop Yields","Yields","Maize","maize grain yield, short rains","No","NA","NA","Mg/ha","LSD","mean",0,"NA","NA",1.46,2,"NA","NA",1.36,"ns","conv_tiedtill","Conventional Tillage","moldboard plow","Conservation Tillage","tied-ridges",1,13.5,"Conventional Tillage - Conservation Tillage","Cereal","Positive","assumed societal benefit",NA,"NA","NA","NA",-6.85,"Crop Yields | Yields | Maize","Positive | assumed societal benefit"
"1883",1871,"Tillage",6021,"2007-4","1",1,"Crop Yields","Yields","Maize","maize grain yield, short rains","No","NA","NA","Mg/ha","LSD","mean",1,"NA","NA",1.48,2,"NA","NA",1.36,"ns","subsoil_tiedtill","Conventional Tillage","subsoil ripping (every 2 years), ripping every year","Conservation Tillage","tied-ridges",5,13.5,"Conventional Tillage - Conservation Tillage","Cereal","Positive","assumed societal benefit",NA,"NA","NA","NA",-8.11,"Crop Yields | Yields | Maize","Positive | assumed societal benefit"
"1884",1872,"Tillage",6021,"2007-4","2",1,"Crop Yields","Yields","Maize","maize grain yield, long rains","No","NA","NA","Mg/ha","LSD","mean",0,"NA","NA",0.52,1,"NA","NA",0.55,"ns","conv_subsoil","Conventional Tillage","moldboard plow","Conventional Tillage","subsoil ripping (every 2 years), ripping every year",1,5,"Conventional Tillage - Conventional Tillage","Cereal","Positive","assumed societal benefit",NA,"NA","NA","NA",5.77,"Crop Yields | Yields | Maize","Positive | assumed societal benefit"
"1885",1873,"Tillage",6021,"2007-4","2",1,"Crop Yields","Yields","Maize","maize grain yield, long rains","No","NA","NA","Mg/ha","LSD","mean",0,"NA","NA",0.52,2,"NA","NA",0.79,"ns","conv_tiedtill","Conventional Tillage","moldboard plow","Conservation Tillage","tied-ridges",1,13.5,"Conventional Tillage - Conservation Tillage","Cereal","Positive","assumed societal benefit",NA,"NA","NA","NA",51.92,"Crop Yields | Yields | Maize","Positive | assumed societal benefit"
"1886",1874,"Tillage",6021,"2007-4","2",1,"Crop Yields","Yields","Maize","maize grain yield, long rains","No","NA","NA","Mg/ha","LSD","mean",1,"NA","NA",0.55,2,"NA","NA",0.79,"ns","subsoil_tiedtill","Conventional Tillage","subsoil ripping (every 2 years), ripping every year","Conservation Tillage","tied-ridges",5,13.5,"Conventional Tillage - Conservation Tillage","Cereal","Positive","assumed societal benefit",NA,"NA","NA","NA",43.64,"Crop Yields | Yields | Maize","Positive | assumed societal benefit"
"1887",1875,"Tillage",6021,"2007-4","2",1,"Crop Yields","Yields","Maize","maize grain yield, short rains","No","NA","NA","Mg/ha","LSD","mean",0,"NA","NA",0.32,1,"NA","NA",0.43,"ns","conv_subsoil","Conventional Tillage","moldboard plow","Conventional Tillage","subsoil ripping (every 2 years), ripping every year",1,5,"Conventional Tillage - Conventional Tillage","Cereal","Positive","assumed societal benefit",NA,"NA","NA","NA",34.37,"Crop Yields | Yields | Maize","Positive | assumed societal benefit"
"1888",1876,"Tillage",6021,"2007-4","2",1,"Crop Yields","Yields","Maize","maize grain yield, short rains","No","NA","NA","Mg/ha","LSD","mean",0,"NA","NA",0.32,2,"NA","NA",0.51,"ns","conv_tiedtill","Conventional Tillage","moldboard plow","Conservation Tillage","tied-ridges",1,13.5,"Conventional Tillage - Conservation Tillage","Cereal","Positive","assumed societal benefit",NA,"NA","NA","NA",59.38,"Crop Yields | Yields | Maize","Positive | assumed societal benefit"
"1889",1877,"Tillage",6021,"2007-4","2",1,"Crop Yields","Yields","Maize","maize grain yield, short rains","No","NA","NA","Mg/ha","LSD","mean",1,"NA","NA",0.43,2,"NA","NA",0.51,"ns","subsoil_tiedtill","Conventional Tillage","subsoil ripping (every 2 years), ripping every year","Conservation Tillage","tied-ridges",5,13.5,"Conventional Tillage - Conservation Tillage","Cereal","Positive","assumed societal benefit",NA,"NA","NA","NA",18.6,"Crop Yields | Yields | Maize","Positive | assumed societal benefit"
"1890",1878,"Tillage",6021,"2007-4","3",1,"Crop Yields","Yields","Maize","maize grain yield, short rains","No","NA","NA","Mg/ha","LSD","mean",0,"NA","NA",0.81,1,"NA","NA",0.92,"ns","conv_subsoil","Conventional Tillage","moldboard plow","Conventional Tillage","subsoil ripping (every 2 years), ripping every year",1,5,"Conventional Tillage - Conventional Tillage","Cereal","Positive","assumed societal benefit",NA,"NA","NA","NA",13.58,"Crop Yields | Yields | Maize","Positive | assumed societal benefit"
"1891",1879,"Tillage",6021,"2007-4","3",1,"Crop Yields","Yields","Maize","maize grain yield, short rains","No","NA","NA","Mg/ha","LSD","mean",0,"NA","NA",0.81,2,"NA","NA",1.41,"0.05","conv_tiedtill","Conventional Tillage","moldboard plow","Conservation Tillage","tied-ridges",1,13.5,"Conventional Tillage - Conservation Tillage","Cereal","Positive","assumed societal benefit",NA,"NA","NA","NA",74.07,"Crop Yields | Yields | Maize","Positive | assumed societal benefit"
