"","review","paper_id","duration","rv_year","loc_multi_results","group_level1","group_level2","group_level3","rv","rv_depth","sample_depth","rv_units","stat_test","stat_type","trt1","trt1_int","trt1_int2","trt1_value","trt2","trt2_int","trt2_int2","trt2_value","significance","finelevel_group","trt1_name","trt1_details","trt2_name","trt2_details","pm_group1","pm_group2","norm_interp2","norm_interp3","group_level1_alt","group_level2_alt","norm_interp2_alt","norm_interp3_alt","per_change","grouping","normative_effect"
"948","Early Season Pest Management",80,"2010-2","2","2","Pests","Invertebrate Pests","Western Corn Rootworm","number of female Western Corn Rootworm beetles","NA","NA","#","LSM","mean",0,"2","NA",81.7,1,"2","NA",17.7,"ns","untreated_soilI","untreated","untreated 95:5 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 95:5 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","assumed societal harm",NA,NA,NA,NA,-78.34,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | assumed societal harm"
"949","Early Season Pest Management",80,"2010-2","2","2","Pests","Invertebrate Pests","Western Corn Rootworm","number of female Western Corn Rootworm beetles","NA","NA","#","LSM","sem",0,"2","NA",25.3,1,"2","NA",2.3,"ns","untreated_soilI","untreated","untreated 95:5 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 95:5 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","dependent on other factors",NA,NA,NA,NA,-90.91,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | dependent on other factors"
"950","Early Season Pest Management",80,"2010-2","2","2","Pests","Invertebrate Pests","Western Corn Rootworm","number of female Western Corn Rootworm beetles","NA","NA","#","LSM","sem",0,"2","NA",25.3,1,"2","NA",2.3,"ns","untreated_soilI","untreated","untreated 95:5 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 95:5 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","assumed societal harm",NA,NA,NA,NA,-90.91,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | assumed societal harm"
"951","Early Season Pest Management",80,"2010-2","2","2","Pests","Invertebrate Pests","Western Corn Rootworm","number of male Western Corn Rootworm beetles","NA","NA","#","LSM","mean",0,"2","NA",50.7,1,"2","NA",10.3,"ns","untreated_soilI","untreated","untreated 95:5 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 95:5 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","dependent on other factors",NA,NA,NA,NA,-79.68,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | dependent on other factors"
"952","Early Season Pest Management",80,"2010-2","2","2","Pests","Invertebrate Pests","Western Corn Rootworm","number of male Western Corn Rootworm beetles","NA","NA","#","LSM","mean",0,"2","NA",50.7,1,"2","NA",10.3,"ns","untreated_soilI","untreated","untreated 95:5 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 95:5 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","assumed societal harm",NA,NA,NA,NA,-79.68,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | assumed societal harm"
"953","Early Season Pest Management",80,"2010-2","2","2","Pests","Invertebrate Pests","Western Corn Rootworm","number of male Western Corn Rootworm beetles","NA","NA","#","LSM","sem",0,"2","NA",11.6,1,"2","NA",3.4,"ns","untreated_soilI","untreated","untreated 95:5 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 95:5 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","dependent on other factors",NA,NA,NA,NA,-70.69,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | dependent on other factors"
"954","Early Season Pest Management",80,"2010-2","2","2","Pests","Invertebrate Pests","Western Corn Rootworm","number of male Western Corn Rootworm beetles","NA","NA","#","LSM","sem",0,"2","NA",11.6,1,"2","NA",3.4,"ns","untreated_soilI","untreated","untreated 95:5 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 95:5 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","assumed societal harm",NA,NA,NA,NA,-70.69,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | assumed societal harm"
"955","Early Season Pest Management",80,"2010-2","1","3","Pests","Invertebrate Pests","Western Corn Rootworm","number of female Western Corn Rootworm beetles","NA","NA","#","LSM","mean",0,"2","NA",4,1,"2","NA",0.3,"0.05","untreated_soilI","untreated","untreated 95:5 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 95:5 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","dependent on other factors",NA,NA,NA,NA,-92.5,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | dependent on other factors"
"956","Early Season Pest Management",80,"2010-2","1","3","Pests","Invertebrate Pests","Western Corn Rootworm","number of female Western Corn Rootworm beetles","NA","NA","#","LSM","mean",0,"2","NA",4,1,"2","NA",0.3,"0.05","untreated_soilI","untreated","untreated 95:5 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 95:5 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","assumed societal harm",NA,NA,NA,NA,-92.5,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | assumed societal harm"
"957","Early Season Pest Management",80,"2010-2","1","3","Pests","Invertebrate Pests","Western Corn Rootworm","number of female Western Corn Rootworm beetles","NA","NA","#","LSM","sem",0,"2","NA",1.7,1,"2","NA",0.3,"0.05","untreated_soilI","untreated","untreated 95:5 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 95:5 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","dependent on other factors",NA,NA,NA,NA,-82.35,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | dependent on other factors"
"958","Early Season Pest Management",80,"2010-2","1","3","Pests","Invertebrate Pests","Western Corn Rootworm","number of female Western Corn Rootworm beetles","NA","NA","#","LSM","sem",0,"2","NA",1.7,1,"2","NA",0.3,"0.05","untreated_soilI","untreated","untreated 95:5 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 95:5 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","assumed societal harm",NA,NA,NA,NA,-82.35,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | assumed societal harm"
"959","Early Season Pest Management",80,"2010-2","1","3","Pests","Invertebrate Pests","Western Corn Rootworm","number of male Western Corn Rootworm beetles","NA","NA","#","LSM","mean",0,"2","NA",5.7,1,"2","NA",1.3,"ns","untreated_soilI","untreated","untreated 95:5 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 95:5 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","dependent on other factors",NA,NA,NA,NA,-77.19,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | dependent on other factors"
"960","Early Season Pest Management",80,"2010-2","1","3","Pests","Invertebrate Pests","Western Corn Rootworm","number of male Western Corn Rootworm beetles","NA","NA","#","LSM","mean",0,"2","NA",5.7,1,"2","NA",1.3,"ns","untreated_soilI","untreated","untreated 95:5 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 95:5 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","assumed societal harm",NA,NA,NA,NA,-77.19,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | assumed societal harm"
"961","Early Season Pest Management",80,"2010-2","1","3","Pests","Invertebrate Pests","Western Corn Rootworm","number of male Western Corn Rootworm beetles","NA","NA","#","LSM","sem",0,"2","NA",3.2,1,"2","NA",0.9,"ns","untreated_soilI","untreated","untreated 95:5 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 95:5 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","dependent on other factors",NA,NA,NA,NA,-71.88,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | dependent on other factors"
"962","Early Season Pest Management",80,"2010-2","1","3","Pests","Invertebrate Pests","Western Corn Rootworm","number of male Western Corn Rootworm beetles","NA","NA","#","LSM","sem",0,"2","NA",3.2,1,"2","NA",0.9,"ns","untreated_soilI","untreated","untreated 95:5 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 95:5 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","assumed societal harm",NA,NA,NA,NA,-71.88,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | assumed societal harm"
"963","Early Season Pest Management",80,"2010-2","2","3","Pests","Invertebrate Pests","Western Corn Rootworm","number of female Western Corn Rootworm beetles","NA","NA","#","LSM","mean",0,"2","NA",0,1,"2","NA",1.3,"0.05","untreated_soilI","untreated","untreated 95:5 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 95:5 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","dependent on other factors",NA,NA,NA,NA,Inf,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | dependent on other factors"
"964","Early Season Pest Management",80,"2010-2","2","3","Pests","Invertebrate Pests","Western Corn Rootworm","number of female Western Corn Rootworm beetles","NA","NA","#","LSM","mean",0,"2","NA",0,1,"2","NA",1.3,"0.05","untreated_soilI","untreated","untreated 95:5 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 95:5 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","assumed societal harm",NA,NA,NA,NA,Inf,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | assumed societal harm"
"965","Early Season Pest Management",80,"2010-2","2","3","Pests","Invertebrate Pests","Western Corn Rootworm","number of female Western Corn Rootworm beetles","NA","NA","#","LSM","sem",0,"2","NA",0,1,"2","NA",0.9,"0.05","untreated_soilI","untreated","untreated 95:5 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 95:5 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","dependent on other factors",NA,NA,NA,NA,Inf,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | dependent on other factors"
"966","Early Season Pest Management",80,"2010-2","2","3","Pests","Invertebrate Pests","Western Corn Rootworm","number of female Western Corn Rootworm beetles","NA","NA","#","LSM","sem",0,"2","NA",0,1,"2","NA",0.9,"0.05","untreated_soilI","untreated","untreated 95:5 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 95:5 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","assumed societal harm",NA,NA,NA,NA,Inf,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | assumed societal harm"
"967","Early Season Pest Management",80,"2010-2","2","3","Pests","Invertebrate Pests","Western Corn Rootworm","number of male Western Corn Rootworm beetles","NA","NA","#","LSM","mean",0,"2","NA",3,1,"2","NA",1,"ns","untreated_soilI","untreated","untreated 95:5 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 95:5 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","dependent on other factors",NA,NA,NA,NA,-66.67,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | dependent on other factors"
"968","Early Season Pest Management",80,"2010-2","2","3","Pests","Invertebrate Pests","Western Corn Rootworm","number of male Western Corn Rootworm beetles","NA","NA","#","LSM","mean",0,"2","NA",3,1,"2","NA",1,"ns","untreated_soilI","untreated","untreated 95:5 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 95:5 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","assumed societal harm",NA,NA,NA,NA,-66.67,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | assumed societal harm"
"969","Early Season Pest Management",80,"2010-2","2","3","Pests","Invertebrate Pests","Western Corn Rootworm","number of male Western Corn Rootworm beetles","NA","NA","#","LSM","sem",0,"2","NA",0.6,1,"2","NA",0.6,"ns","untreated_soilI","untreated","untreated 95:5 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 95:5 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","dependent on other factors",NA,NA,NA,NA,0,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | dependent on other factors"
"970","Early Season Pest Management",80,"2010-2","2","3","Pests","Invertebrate Pests","Western Corn Rootworm","number of male Western Corn Rootworm beetles","NA","NA","#","LSM","sem",0,"2","NA",0.6,1,"2","NA",0.6,"ns","untreated_soilI","untreated","untreated 95:5 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 95:5 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","assumed societal harm",NA,NA,NA,NA,0,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | assumed societal harm"
"971","Early Season Pest Management",80,"2010-2","1","4","Pests","Invertebrate Pests","Western Corn Rootworm","number of female Western Corn Rootworm beetles","NA","NA","#","LSM","mean",0,"2","NA",13.3,1,"2","NA",0.7,"0.05","untreated_soilI","untreated","untreated 95:5 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 95:5 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","dependent on other factors",NA,NA,NA,NA,-94.74,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | dependent on other factors"
"972","Early Season Pest Management",80,"2010-2","1","4","Pests","Invertebrate Pests","Western Corn Rootworm","number of female Western Corn Rootworm beetles","NA","NA","#","LSM","mean",0,"2","NA",13.3,1,"2","NA",0.7,"0.05","untreated_soilI","untreated","untreated 95:5 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 95:5 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","assumed societal harm",NA,NA,NA,NA,-94.74,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | assumed societal harm"
"973","Early Season Pest Management",80,"2010-2","1","4","Pests","Invertebrate Pests","Western Corn Rootworm","number of female Western Corn Rootworm beetles","NA","NA","#","LSM","sem",0,"2","NA",10.9,1,"2","NA",0.7,"0.05","untreated_soilI","untreated","untreated 95:5 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 95:5 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","dependent on other factors",NA,NA,NA,NA,-93.58,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | dependent on other factors"
"974","Early Season Pest Management",80,"2010-2","1","4","Pests","Invertebrate Pests","Western Corn Rootworm","number of female Western Corn Rootworm beetles","NA","NA","#","LSM","sem",0,"2","NA",10.9,1,"2","NA",0.7,"0.05","untreated_soilI","untreated","untreated 95:5 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 95:5 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","assumed societal harm",NA,NA,NA,NA,-93.58,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | assumed societal harm"
"975","Early Season Pest Management",80,"2010-2","1","4","Pests","Invertebrate Pests","Western Corn Rootworm","number of male Western Corn Rootworm beetles","NA","NA","#","LSM","mean",0,"2","NA",13,1,"2","NA",0,"0.05","untreated_soilI","untreated","untreated 95:5 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 95:5 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","dependent on other factors",NA,NA,NA,NA,-100,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | dependent on other factors"
"976","Early Season Pest Management",80,"2010-2","1","4","Pests","Invertebrate Pests","Western Corn Rootworm","number of male Western Corn Rootworm beetles","NA","NA","#","LSM","mean",0,"2","NA",13,1,"2","NA",0,"0.05","untreated_soilI","untreated","untreated 95:5 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 95:5 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","assumed societal harm",NA,NA,NA,NA,-100,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | assumed societal harm"
"977","Early Season Pest Management",80,"2010-2","1","4","Pests","Invertebrate Pests","Western Corn Rootworm","number of male Western Corn Rootworm beetles","NA","NA","#","LSM","sem",0,"2","NA",12.5,1,"2","NA",0,"0.05","untreated_soilI","untreated","untreated 95:5 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 95:5 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","dependent on other factors",NA,NA,NA,NA,-100,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | dependent on other factors"
"978","Early Season Pest Management",80,"2010-2","1","4","Pests","Invertebrate Pests","Western Corn Rootworm","number of male Western Corn Rootworm beetles","NA","NA","#","LSM","sem",0,"2","NA",12.5,1,"2","NA",0,"0.05","untreated_soilI","untreated","untreated 95:5 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 95:5 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","assumed societal harm",NA,NA,NA,NA,-100,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | assumed societal harm"
"979","Early Season Pest Management",80,"2010-2","2","4","Pests","Invertebrate Pests","Western Corn Rootworm","number of female Western Corn Rootworm beetles","NA","NA","#","LSM","mean",0,"2","NA",1.7,1,"2","NA",1.7,"ns","untreated_soilI","untreated","untreated 95:5 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 95:5 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","dependent on other factors",NA,NA,NA,NA,0,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | dependent on other factors"
"980","Early Season Pest Management",80,"2010-2","2","4","Pests","Invertebrate Pests","Western Corn Rootworm","number of female Western Corn Rootworm beetles","NA","NA","#","LSM","mean",0,"2","NA",1.7,1,"2","NA",1.7,"ns","untreated_soilI","untreated","untreated 95:5 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 95:5 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","assumed societal harm",NA,NA,NA,NA,0,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | assumed societal harm"
"981","Early Season Pest Management",80,"2010-2","2","4","Pests","Invertebrate Pests","Western Corn Rootworm","number of female Western Corn Rootworm beetles","NA","NA","#","LSM","sem",0,"2","NA",1.7,1,"2","NA",1.7,"ns","untreated_soilI","untreated","untreated 95:5 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 95:5 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","dependent on other factors",NA,NA,NA,NA,0,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | dependent on other factors"
"982","Early Season Pest Management",80,"2010-2","2","4","Pests","Invertebrate Pests","Western Corn Rootworm","number of female Western Corn Rootworm beetles","NA","NA","#","LSM","sem",0,"2","NA",1.7,1,"2","NA",1.7,"ns","untreated_soilI","untreated","untreated 95:5 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 95:5 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","assumed societal harm",NA,NA,NA,NA,0,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | assumed societal harm"
"983","Early Season Pest Management",80,"2010-2","2","4","Pests","Invertebrate Pests","Western Corn Rootworm","number of male Western Corn Rootworm beetles","NA","NA","#","LSM","mean",0,"2","NA",2,1,"2","NA",0.7,"ns","untreated_soilI","untreated","untreated 95:5 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 95:5 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","dependent on other factors",NA,NA,NA,NA,-65,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | dependent on other factors"
"984","Early Season Pest Management",80,"2010-2","2","4","Pests","Invertebrate Pests","Western Corn Rootworm","number of male Western Corn Rootworm beetles","NA","NA","#","LSM","mean",0,"2","NA",2,1,"2","NA",0.7,"ns","untreated_soilI","untreated","untreated 95:5 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 95:5 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","assumed societal harm",NA,NA,NA,NA,-65,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | assumed societal harm"
"985","Early Season Pest Management",80,"2010-2","2","4","Pests","Invertebrate Pests","Western Corn Rootworm","number of male Western Corn Rootworm beetles","NA","NA","#","LSM","sem",0,"2","NA",2,1,"2","NA",0.7,"ns","untreated_soilI","untreated","untreated 95:5 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 95:5 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","dependent on other factors",NA,NA,NA,NA,-65,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | dependent on other factors"
"986","Early Season Pest Management",80,"2010-2","2","4","Pests","Invertebrate Pests","Western Corn Rootworm","number of male Western Corn Rootworm beetles","NA","NA","#","LSM","sem",0,"2","NA",2,1,"2","NA",0.7,"ns","untreated_soilI","untreated","untreated 95:5 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 95:5 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","assumed societal harm",NA,NA,NA,NA,-65,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | assumed societal harm"
"987","Early Season Pest Management",80,"2010-2","2","6","Pests","Invertebrate Pests","Western Corn Rootworm","number of female Western Corn Rootworm beetles","NA","NA","#","LSM","mean",0,"2","NA",20.3,1,"2","NA",15.7,"ns","untreated_soilI","untreated","untreated 95:5 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 95:5 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","dependent on other factors",NA,NA,NA,NA,-22.66,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | dependent on other factors"
"988","Early Season Pest Management",80,"2010-2","2","6","Pests","Invertebrate Pests","Western Corn Rootworm","number of female Western Corn Rootworm beetles","NA","NA","#","LSM","mean",0,"2","NA",20.3,1,"2","NA",15.7,"ns","untreated_soilI","untreated","untreated 95:5 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 95:5 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","assumed societal harm",NA,NA,NA,NA,-22.66,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | assumed societal harm"
"989","Early Season Pest Management",80,"2010-2","2","6","Pests","Invertebrate Pests","Western Corn Rootworm","number of female Western Corn Rootworm beetles","NA","NA","#","LSM","sem",0,"2","NA",3.5,1,"2","NA",0.3,"ns","untreated_soilI","untreated","untreated 95:5 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 95:5 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","dependent on other factors",NA,NA,NA,NA,-91.43,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | dependent on other factors"
"990","Early Season Pest Management",80,"2010-2","2","6","Pests","Invertebrate Pests","Western Corn Rootworm","number of female Western Corn Rootworm beetles","NA","NA","#","LSM","sem",0,"2","NA",3.5,1,"2","NA",0.3,"ns","untreated_soilI","untreated","untreated 95:5 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 95:5 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","assumed societal harm",NA,NA,NA,NA,-91.43,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | assumed societal harm"
"991","Early Season Pest Management",80,"2010-2","2","6","Pests","Invertebrate Pests","Western Corn Rootworm","number of male Western Corn Rootworm beetles","NA","NA","#","LSM","mean",0,"2","NA",17.3,1,"2","NA",11.7,"ns","untreated_soilI","untreated","untreated 95:5 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 95:5 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","dependent on other factors",NA,NA,NA,NA,-32.37,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | dependent on other factors"
