review,paper_id,duration,rv_year,loc_multi_results,group_level1,group_level2,group_level3,rv,rv_depth,sample_depth,rv_units,stat_test,stat_type,trt1,trt1_int,trt1_int2,trt1_value,trt2,trt2_int,trt2_int2,trt2_value,significance,trt1_name,trt1_details,trt2_name,trt2_details,trt2_group1,trt2_group2,crop_type,system_group1,system_group2,mgmt_intention
Continuous cover,4034,2007-3,3,1,Crop Yields,Crop Growth,Development,"soybean nodulation, short rains, 0 kg N/ha, no crop residues",NA,NA,# nodules/plant,NA,mean,0,4,6,3.91,2,4,6,10.87,0.05,monocrop,soybean,intercrop,maize;soybean,2,Legume & Non-Legume,Bean,Uniform,Rainfed,Ecosystem Services
Continuous cover,4034,2007-3,3,1,Crop Yields,Crop Growth,Development,"soybean nodulation, short rains, 0 kg N/ha, crop residues added",NA,NA,# nodules/plant,NA,mean,0,4,7,9.93,2,4,7,9.24,ns,monocrop,soybean,intercrop,maize;soybean,2,Legume & Non-Legume,Bean,Uniform,Rainfed,Ecosystem Services
Continuous cover,4034,2007-3,3,1,Crop Yields,Crop Growth,Development,"soybean nodulation, short rains, 60 kg N/ha, no crop residues",NA,NA,# nodules/plant,NA,mean,0,5,6,2.15,2,5,6,2.54,ns,monocrop,soybean,intercrop,maize;soybean,2,Legume & Non-Legume,Bean,Uniform,Rainfed,Ecosystem Services
Continuous cover,4034,2007-3,3,1,Crop Yields,Crop Growth,Development,"soybean nodulation, short rains, 60 kg N/ha, crop residues added",NA,NA,# nodules/plant,NA,mean,0,5,7,7.59,2,5,7,9.27,ns,monocrop,soybean,intercrop,maize;soybean,2,Legume & Non-Legume,Bean,Uniform,Rainfed,Ecosystem Services
Continuous cover,4034,2007-3,3,1,Crop Yields,Crop Growth,Development,"soybean nodulation, short rains, 0 kg N/ha, no crop residues",NA,NA,# nodules/plant,NA,mean,2,4,6,1.18,3,4,6,10.87,0.05,monocrop,soybean,intercrop,maize;soybean,2,Legume & Non-Legume,Bean,Uniform,Rainfed,Ecosystem Services
Continuous cover,4034,2007-3,3,1,Crop Yields,Crop Growth,Development,"soybean nodulation, short rains, 0 kg N/ha, crop residues added",NA,NA,# nodules/plant,NA,mean,2,4,7,2.25,3,4,7,9.24,0.05,monocrop,soybean,intercrop,maize;soybean,2,Legume & Non-Legume,Bean,Uniform,Rainfed,Ecosystem Services
Continuous cover,4034,2007-3,3,1,Crop Yields,Crop Growth,Development,"soybean nodulation, short rains, 60 kg N/ha, no crop residues",NA,NA,# nodules/plant,NA,mean,2,5,6,0.6,3,5,6,2.54,ns,monocrop,soybean,intercrop,maize;soybean,2,Legume & Non-Legume,Bean,Uniform,Rainfed,Ecosystem Services
Continuous cover,4034,2007-3,3,1,Crop Yields,Crop Growth,Development,"soybean nodulation, short rains, 60 kg N/ha, crop residues added",NA,NA,# nodules/plant,NA,mean,2,5,7,0.96,3,5,7,9.27,0.05,monocrop,soybean,intercrop,maize;soybean,2,Legume & Non-Legume,Bean,Uniform,Rainfed,Ecosystem Services
Continuous cover,4034,2007-3,2,1,Other Soil Properties,Biotic Factors,Microbial diversity,"rhizobial diversity recoverd from soybean nodules, long rains, 0 kg N/ha, no crop residues",NA,NA,H',NA,mean,0,4,6,0.26,2,4,6,0.477,NA,monocrop,soybean,intercrop,maize;soybean,2,Legume & Non-Legume,Bean,Uniform,Rainfed,Ecosystem Services
Continuous cover,4034,2007-3,2,1,Other Soil Properties,Biotic Factors,Microbial diversity,"rhizobial diversity recoverd from soybean nodules, long rains, 0 kg N/ha, crop residues added",NA,NA,H',NA,mean,0,4,7,0.401,2,4,7,0.718,NA,monocrop,soybean,intercrop,maize;soybean,2,Legume & Non-Legume,Bean,Uniform,Rainfed,Ecosystem Services
Continuous cover,4034,2007-3,2,1,Other Soil Properties,Biotic Factors,Microbial diversity,"rhizobial diversity recoverd from soybean nodules, long rains, 60 kg N/ha, no crop residues",NA,NA,H',NA,mean,0,5,6,0.168,2,5,6,0.564,NA,monocrop,soybean,intercrop,maize;soybean,2,Legume & Non-Legume,Bean,Uniform,Rainfed,Ecosystem Services
Continuous cover,4034,2007-3,2,1,Other Soil Properties,Biotic Factors,Microbial diversity,"rhizobial diversity recoverd from soybean nodules, long rains, 60 kg N/ha, crop residues added",NA,NA,H',NA,mean,0,5,7,0.125,2,5,7,0.237,NA,monocrop,soybean,intercrop,maize;soybean,2,Legume & Non-Legume,Bean,Uniform,Rainfed,Ecosystem Services
Continuous cover,4034,2007-3,3,1,Other Soil Properties,Biotic Factors,Microbial diversity,"rhizobial diversity recoverd from soybean nodules, short rains, 0 kg N/ha, no crop residues",NA,NA,H',NA,mean,0,4,6,0.103,2,4,6,0.41,NA,monocrop,soybean,intercrop,maize;soybean,2,Legume & Non-Legume,Bean,Uniform,Rainfed,Ecosystem Services
Continuous cover,4034,2007-3,3,1,Other Soil Properties,Biotic Factors,Microbial diversity,"rhizobial diversity recoverd from soybean nodules, short rains, 0 kg N/ha, crop residues added",NA,NA,H',NA,mean,0,4,7,0.484,2,4,7,0.601,NA,monocrop,soybean,intercrop,maize;soybean,2,Legume & Non-Legume,Bean,Uniform,Rainfed,Ecosystem Services
Continuous cover,4034,2007-3,3,1,Other Soil Properties,Biotic Factors,Microbial diversity,"rhizobial diversity recoverd from soybean nodules, short rains, 60 kg N/ha, no crop residues",NA,NA,H',NA,mean,0,5,6,0.716,2,5,6,0.679,NA,monocrop,soybean,intercrop,maize;soybean,2,Legume & Non-Legume,Bean,Uniform,Rainfed,Ecosystem Services
Continuous cover,4034,2007-3,3,1,Other Soil Properties,Biotic Factors,Microbial diversity,"rhizobial diversity recoverd from soybean nodules, short rains, 60 kg N/ha, crop residues added",NA,NA,H',NA,mean,0,5,7,0.306,2,5,7,0.398,NA,monocrop,soybean,intercrop,maize;soybean,2,Legume & Non-Legume,Bean,Uniform,Rainfed,Ecosystem Services
Continuous cover,4034,2007-3,3,1,Other Soil Properties,Biotic Factors,Microbial diversity,"rhizobial diversity recoverd from soybean nodules, short rains, 0 kg N/ha, no crop residues",NA,NA,H',NA,mean,2,4,6,0.77,3,4,6,0.41,NA,monocrop,soybean,intercrop,maize;soybean,2,Legume & Non-Legume,Bean,Uniform,Rainfed,Ecosystem Services
Continuous cover,4034,2007-3,3,1,Other Soil Properties,Biotic Factors,Microbial diversity,"rhizobial diversity recoverd from soybean nodules, short rains, 0 kg N/ha, crop residues added",NA,NA,H',NA,mean,2,4,7,0.613,3,4,7,0.601,NA,monocrop,soybean,intercrop,maize;soybean,2,Legume & Non-Legume,Bean,Uniform,Rainfed,Ecosystem Services
Continuous cover,4034,2007-3,3,1,Other Soil Properties,Biotic Factors,Microbial diversity,"rhizobial diversity recoverd from soybean nodules, short rains, 60 kg N/ha, no crop residues",NA,NA,H',NA,mean,2,5,6,0.366,3,5,6,0.679,NA,monocrop,soybean,intercrop,maize;soybean,2,Legume & Non-Legume,Bean,Uniform,Rainfed,Ecosystem Services
Continuous cover,4034,2007-3,3,1,Other Soil Properties,Biotic Factors,Microbial diversity,"rhizobial diversity recoverd from soybean nodules, short rains, 60 kg N/ha, crop residues added",NA,NA,H',NA,mean,2,5,7,0.237,3,5,7,0.398,NA,monocrop,soybean,intercrop,maize;soybean,2,Legume & Non-Legume,Bean,Uniform,Rainfed,Ecosystem Services
Continuous cover,4035,2007-4,1;2;3;4,1,Other Soil Properties,Abiotic Factors,Soil moisture,"available water content, conventional tillage",0-110 cm,0-100 cm,mm,LSD,mean,0,3,NA,72.99,2,3,NA,61.44,0.05,monocrop,maize,intercrop,maize;cowpea,2,Legume & Non-Legume,Cereal,Uniform,Rainfed,Ecosystem Services
Continuous cover,4035,2007-4,1;2;3;4,1,Other Soil Properties,Abiotic Factors,Soil moisture,"available water content, subsoil ripping tillage",0-110 cm,0-100 cm,mm,LSD,mean,0,4,NA,70.52,2,4,NA,67.63,ns,monocrop,maize,intercrop,maize;cowpea,2,Legume & Non-Legume,Cereal,Uniform,Rainfed,Ecosystem Services
Continuous cover,4035,2007-4,1;2;3;4,1,Other Soil Properties,Abiotic Factors,Soil moisture,"available water content, tied ridge tillage",0-110 cm,0-100 cm,mm,LSD,mean,0,5,NA,99.38,2,5,NA,91.55,ns,monocrop,maize,intercrop,maize;cowpea,2,Legume & Non-Legume,Cereal,Uniform,Rainfed,Ecosystem Services
Continuous cover,4035,2007-4,1;2;3;4,1,Other Soil Properties,Abiotic Factors,Soil moisture,"available water content, conventional tillage",0-110 cm,0-100 cm,mm,LSD,mean,1,3,NA,65.15,2,3,NA,61.44,ns,monocrop,cowpea,intercrop,maize;cowpea,2,Legume & Non-Legume,Bean,Uniform,Rainfed,Ecosystem Services
Continuous cover,4035,2007-4,1;2;3;4,1,Other Soil Properties,Abiotic Factors,Soil moisture,"available water content, subsoil ripping tillage",0-110 cm,0-100 cm,mm,LSD,mean,1,4,NA,51.96,2,4,NA,67.63,ns,monocrop,cowpea,intercrop,maize;cowpea,2,Legume & Non-Legume,Bean,Uniform,Rainfed,Ecosystem Services
Continuous cover,4035,2007-4,1;2;3;4,1,Other Soil Properties,Abiotic Factors,Soil moisture,"available water content, tied ridge tillage",0-110 cm,0-100 cm,mm,LSD,mean,1,5,NA,97.73,2,5,NA,91.55,ns,monocrop,cowpea,intercrop,maize;cowpea,2,Legume & Non-Legume,Bean,Uniform,Rainfed,Ecosystem Services
Continuous cover,4035,2007-4,2,1,Other Soil Properties,Abiotic Factors,Soil moisture,"soil water content during dry spell, November 15",100 cm,0-100 cm,cm^3/cm^3,NA,mean,0,NA,NA,0.22,2,NA,NA,0.21,NA,monocrop,maize,intercrop,maize;cowpea,2,Legume & Non-Legume,Cereal,Uniform,Rainfed,Ecosystem Services
Continuous cover,4035,2007-4,2,1,Other Soil Properties,Abiotic Factors,Soil moisture,"soil water content during dry spell, November 15",100 cm,0-100 cm,cm^3/cm^3,NA,mean,1,NA,NA,0.22,2,NA,NA,0.21,NA,monocrop,cowpea,intercrop,maize;cowpea,2,Legume & Non-Legume,Bean,Uniform,Rainfed,Ecosystem Services
Continuous cover,4035,2007-4,2,1,Other Soil Properties,Abiotic Factors,Soil moisture,"soil water content during dry spell, December 28",100 cm,0-100 cm,cm^3/cm^3,NA,mean,0,NA,NA,0.21,2,NA,NA,0.2,NA,monocrop,maize,intercrop,maize;cowpea,2,Legume & Non-Legume,Cereal,Uniform,Rainfed,Ecosystem Services
Continuous cover,4035,2007-4,2,1,Other Soil Properties,Abiotic Factors,Soil moisture,"soil water content during dry spell, December 28",100 cm,0-100 cm,cm^3/cm^3,NA,mean,1,NA,NA,0.21,2,NA,NA,0.2,NA,monocrop,cowpea,intercrop,maize;cowpea,2,Legume & Non-Legume,Bean,Uniform,Rainfed,Ecosystem Services
Continuous cover,4035,2007-4,2,1,Other Soil Properties,Abiotic Factors,Soil moisture,"soil water content during dry spell, November 29",100 cm,0-100 cm,cm^3/cm^3,NA,mean,0,NA,NA,0.21,2,NA,NA,0.2,NA,monocrop,maize,intercrop,maize;cowpea,2,Legume & Non-Legume,Cereal,Uniform,Rainfed,Ecosystem Services
Continuous cover,4035,2007-4,2,1,Other Soil Properties,Abiotic Factors,Soil moisture,"soil water content during dry spell, November 29",100 cm,0-100 cm,cm^3/cm^3,NA,mean,1,NA,NA,0.2,2,NA,NA,0.2,NA,monocrop,cowpea,intercrop,maize;cowpea,2,Legume & Non-Legume,Bean,Uniform,Rainfed,Ecosystem Services
Continuous cover,4035,2007-4,3,1,Other Soil Properties,Abiotic Factors,Soil moisture,"soil water content during dry spell, January 11",100 cm,0-100 cm,cm^3/cm^3,NA,mean,1,NA,NA,0.2,2,NA,NA,0.2,NA,monocrop,cowpea,intercrop,maize;cowpea,2,Legume & Non-Legume,Bean,Uniform,Rainfed,Ecosystem Services
Continuous cover,4035,2007-4,3,1,Other Soil Properties,Abiotic Factors,Soil moisture,"soil water content during dry spell, January 11",15 cm,0-30 cm,cm^3/cm^3,NA,mean,1,NA,NA,0.12,2,NA,NA,0.12,NA,monocrop,cowpea,intercrop,maize;cowpea,2,Legume & Non-Legume,Bean,Uniform,Rainfed,Ecosystem Services
Continuous cover,4035,2007-4,2,1,Other Soil Properties,Abiotic Factors,Soil moisture,"soil water content during dry spell, November 15",15 cm,0-30 cm,cm^3/cm^3,NA,mean,0,NA,NA,0.25,2,NA,NA,0.24,NA,monocrop,maize,intercrop,maize;cowpea,2,Legume & Non-Legume,Cereal,Uniform,Rainfed,Ecosystem Services
Continuous cover,4035,2007-4,2,1,Other Soil Properties,Abiotic Factors,Soil moisture,"soil water content during dry spell, November 15",15 cm,0-30 cm,cm^3/cm^3,NA,mean,1,NA,NA,0.25,2,NA,NA,0.24,NA,monocrop,cowpea,intercrop,maize;cowpea,2,Legume & Non-Legume,Bean,Uniform,Rainfed,Ecosystem Services
Continuous cover,4035,2007-4,2,1,Other Soil Properties,Abiotic Factors,Soil moisture,"soil water content during dry spell, December 28",15 cm,0-30 cm,cm^3/cm^3,NA,mean,0,NA,NA,0.16,2,NA,NA,0.13,NA,monocrop,maize,intercrop,maize;cowpea,2,Legume & Non-Legume,Cereal,Uniform,Rainfed,Ecosystem Services
Continuous cover,4035,2007-4,2,1,Other Soil Properties,Abiotic Factors,Soil moisture,"soil water content during dry spell, December 28",15 cm,0-30 cm,cm^3/cm^3,NA,mean,1,NA,NA,0.12,2,NA,NA,0.13,NA,monocrop,cowpea,intercrop,maize;cowpea,2,Legume & Non-Legume,Bean,Uniform,Rainfed,Ecosystem Services
Continuous cover,4035,2007-4,2,1,Other Soil Properties,Abiotic Factors,Soil moisture,"soil water content during dry spell, November 29",15 cm,0-30 cm,cm^3/cm^3,NA,mean,0,NA,NA,0.21,2,NA,NA,0.18,NA,monocrop,maize,intercrop,maize;cowpea,2,Legume & Non-Legume,Cereal,Uniform,Rainfed,Ecosystem Services
Continuous cover,4035,2007-4,2,1,Other Soil Properties,Abiotic Factors,Soil moisture,"soil water content during dry spell, November 29",15 cm,0-30 cm,cm^3/cm^3,NA,mean,1,NA,NA,0.19,2,NA,NA,0.18,NA,monocrop,cowpea,intercrop,maize;cowpea,2,Legume & Non-Legume,Bean,Uniform,Rainfed,Ecosystem Services
Continuous cover,4035,2007-4,3,1,Other Soil Properties,Abiotic Factors,Soil moisture,"soil water content during dry spell, January 11",30 cm,0-30 cm,cm^3/cm^3,NA,mean,1,NA,NA,0.15,2,NA,NA,0.17,NA,monocrop,cowpea,intercrop,maize;cowpea,2,Legume & Non-Legume,Bean,Uniform,Rainfed,Ecosystem Services
Continuous cover,4035,2007-4,3,1,Other Soil Properties,Abiotic Factors,Soil moisture,"soil water content during dry spell, January 11",45 cm,0-60 cm,cm^3/cm^3,NA,mean,1,NA,NA,0.16,2,NA,NA,0.18,NA,monocrop,cowpea,intercrop,maize;cowpea,2,Legume & Non-Legume,Bean,Uniform,Rainfed,Ecosystem Services
Continuous cover,4035,2007-4,2,1,Other Soil Properties,Abiotic Factors,Soil moisture,"soil water content during dry spell, November 15",30 cm,0-30 cm,cm^3/cm^3,NA,mean,0,NA,NA,0.26,2,NA,NA,0.26,NA,monocrop,maize,intercrop,maize;cowpea,2,Legume & Non-Legume,Cereal,Uniform,Rainfed,Ecosystem Services
Continuous cover,4035,2007-4,2,1,Other Soil Properties,Abiotic Factors,Soil moisture,"soil water content during dry spell, November 15",30 cm,0-30 cm,cm^3/cm^3,NA,mean,1,NA,NA,0.24,2,NA,NA,0.26,NA,monocrop,cowpea,intercrop,maize;cowpea,2,Legume & Non-Legume,Bean,Uniform,Rainfed,Ecosystem Services
Continuous cover,4035,2007-4,2,1,Other Soil Properties,Abiotic Factors,Soil moisture,"soil water content during dry spell, December 28",30 cm,0-30 cm,cm^3/cm^3,NA,mean,0,NA,NA,0.19,2,NA,NA,0.18,NA,monocrop,maize,intercrop,maize;cowpea,2,Legume & Non-Legume,Cereal,Uniform,Rainfed,Ecosystem Services
Continuous cover,4035,2007-4,2,1,Other Soil Properties,Abiotic Factors,Soil moisture,"soil water content during dry spell, December 28",30 cm,0-30 cm,cm^3/cm^3,NA,mean,1,NA,NA,0.16,2,NA,NA,0.18,NA,monocrop,cowpea,intercrop,maize;cowpea,2,Legume & Non-Legume,Bean,Uniform,Rainfed,Ecosystem Services
Continuous cover,4035,2007-4,2,1,Other Soil Properties,Abiotic Factors,Soil moisture,"soil water content during dry spell, November 29",30 cm,0-30 cm,cm^3/cm^3,NA,mean,0,NA,NA,0.23,2,NA,NA,0.22,NA,monocrop,maize,intercrop,maize;cowpea,2,Legume & Non-Legume,Cereal,Uniform,Rainfed,Ecosystem Services
Continuous cover,4035,2007-4,2,1,Other Soil Properties,Abiotic Factors,Soil moisture,"soil water content during dry spell, November 29",30 cm,0-30 cm,cm^3/cm^3,NA,mean,1,NA,NA,0.21,2,NA,NA,0.22,NA,monocrop,cowpea,intercrop,maize;cowpea,2,Legume & Non-Legume,Bean,Uniform,Rainfed,Ecosystem Services
Continuous cover,4035,2007-4,3,1,Other Soil Properties,Abiotic Factors,Soil moisture,"soil water content during dry spell, January 11",60 cm,0-60 cm,cm^3/cm^3,NA,mean,1,NA,NA,0.17,2,NA,NA,0.17,NA,monocrop,cowpea,intercrop,maize;cowpea,2,Legume & Non-Legume,Bean,Uniform,Rainfed,Ecosystem Services
Continuous cover,4035,2007-4,3,1,Other Soil Properties,Abiotic Factors,Soil moisture,"soil water content during dry spell, January 11",80 cm,0-100 cm,cm^3/cm^3,NA,mean,1,NA,NA,0.17,2,NA,NA,0.18,NA,monocrop,cowpea,intercrop,maize;cowpea,2,Legume & Non-Legume,Bean,Uniform,Rainfed,Ecosystem Services
Continuous cover,4035,2007-4,2,1,Other Soil Properties,Abiotic Factors,Soil moisture,"soil water content during dry spell, November 15",45 cm,0-60 cm,cm^3/cm^3,NA,mean,0,NA,NA,0.21,2,NA,NA,0.22,NA,monocrop,maize,intercrop,maize;cowpea,2,Legume & Non-Legume,Cereal,Uniform,Rainfed,Ecosystem Services
Continuous cover,4035,2007-4,2,1,Other Soil Properties,Abiotic Factors,Soil moisture,"soil water content during dry spell, November 15",45 cm,0-60 cm,cm^3/cm^3,NA,mean,1,NA,NA,0.22,2,NA,NA,0.22,NA,monocrop,cowpea,intercrop,maize;cowpea,2,Legume & Non-Legume,Bean,Uniform,Rainfed,Ecosystem Services
Continuous cover,4035,2007-4,2,1,Other Soil Properties,Abiotic Factors,Soil moisture,"soil water content during dry spell, December 28",45 cm,0-60 cm,cm^3/cm^3,NA,mean,0,NA,NA,0.19,2,NA,NA,0.19,NA,monocrop,maize,intercrop,maize;cowpea,2,Legume & Non-Legume,Cereal,Uniform,Rainfed,Ecosystem Services
Continuous cover,4035,2007-4,2,1,Other Soil Properties,Abiotic Factors,Soil moisture,"soil water content during dry spell, December 28",45 cm,0-60 cm,cm^3/cm^3,NA,mean,1,NA,NA,0.17,2,NA,NA,0.19,NA,monocrop,cowpea,intercrop,maize;cowpea,2,Legume & Non-Legume,Bean,Uniform,Rainfed,Ecosystem Services
Continuous cover,4035,2007-4,2,1,Other Soil Properties,Abiotic Factors,Soil moisture,"soil water content during dry spell, November 29",45 cm,0-60 cm,cm^3/cm^3,NA,mean,0,NA,NA,0.21,2,NA,NA,0.22,NA,monocrop,maize,intercrop,maize;cowpea,2,Legume & Non-Legume,Cereal,Uniform,Rainfed,Ecosystem Services
Continuous cover,4035,2007-4,2,1,Other Soil Properties,Abiotic Factors,Soil moisture,"soil water content during dry spell, November 29",45 cm,0-60 cm,cm^3/cm^3,NA,mean,1,NA,NA,0.21,2,NA,NA,0.22,NA,monocrop,cowpea,intercrop,maize;cowpea,2,Legume & Non-Legume,Bean,Uniform,Rainfed,Ecosystem Services
Continuous cover,4035,2007-4,3,1,Other Soil Properties,Abiotic Factors,Soil moisture,"soil water content during dry spell, January 11",100 cm,0-100 cm,cm^3/cm^3,NA,mean,0,NA,NA,0.21,2,NA,NA,0.2,NA,monocrop,maize,intercrop,maize;cowpea,2,Legume & Non-Legume,Cereal,Uniform,Rainfed,Ecosystem Services
Continuous cover,4035,2007-4,3,1,Other Soil Properties,Abiotic Factors,Soil moisture,"soil water content during dry spell, January 11",15 cm,0-30 cm,cm^3/cm^3,NA,mean,0,NA,NA,0.14,2,NA,NA,0.12,NA,monocrop,maize,intercrop,maize;cowpea,2,Legume & Non-Legume,Cereal,Uniform,Rainfed,Ecosystem Services
Continuous cover,4035,2007-4,2,1,Other Soil Properties,Abiotic Factors,Soil moisture,"soil water content during dry spell, November 15",60 cm,0-60 cm,cm^3/cm^3,NA,mean,0,NA,NA,0.2,2,NA,NA,0.2,NA,monocrop,maize,intercrop,maize;cowpea,2,Legume & Non-Legume,Cereal,Uniform,Rainfed,Ecosystem Services
Continuous cover,4035,2007-4,2,1,Other Soil Properties,Abiotic Factors,Soil moisture,"soil water content during dry spell, November 15",60 cm,0-60 cm,cm^3/cm^3,NA,mean,1,NA,NA,0.21,2,NA,NA,0.2,NA,monocrop,cowpea,intercrop,maize;cowpea,2,Legume & Non-Legume,Bean,Uniform,Rainfed,Ecosystem Services
Continuous cover,4035,2007-4,2,1,Other Soil Properties,Abiotic Factors,Soil moisture,"soil water content during dry spell, December 28",60 cm,0-60 cm,cm^3/cm^3,NA,mean,0,NA,NA,0.19,2,NA,NA,0.18,NA,monocrop,maize,intercrop,maize;cowpea,2,Legume & Non-Legume,Cereal,Uniform,Rainfed,Ecosystem Services
Continuous cover,4035,2007-4,2,1,Other Soil Properties,Abiotic Factors,Soil moisture,"soil water content during dry spell, December 28",60 cm,0-60 cm,cm^3/cm^3,NA,mean,1,NA,NA,0.18,2,NA,NA,0.18,NA,monocrop,cowpea,intercrop,maize;cowpea,2,Legume & Non-Legume,Bean,Uniform,Rainfed,Ecosystem Services
Continuous cover,4035,2007-4,2,1,Other Soil Properties,Abiotic Factors,Soil moisture,"soil water content during dry spell, November 29",60 cm,0-60 cm,cm^3/cm^3,NA,mean,0,NA,NA,0.19,2,NA,NA,0.19,NA,monocrop,maize,intercrop,maize;cowpea,2,Legume & Non-Legume,Cereal,Uniform,Rainfed,Ecosystem Services
Continuous cover,4035,2007-4,2,1,Other Soil Properties,Abiotic Factors,Soil moisture,"soil water content during dry spell, November 29",60 cm,0-60 cm,cm^3/cm^3,NA,mean,1,NA,NA,0.2,2,NA,NA,0.19,NA,monocrop,cowpea,intercrop,maize;cowpea,2,Legume & Non-Legume,Bean,Uniform,Rainfed,Ecosystem Services
Continuous cover,4035,2007-4,3,1,Other Soil Properties,Abiotic Factors,Soil moisture,"soil water content during dry spell, January 11",30 cm,0-30 cm,cm^3/cm^3,NA,mean,0,NA,NA,0.18,2,NA,NA,0.17,NA,monocrop,maize,intercrop,maize;cowpea,2,Legume & Non-Legume,Cereal,Uniform,Rainfed,Ecosystem Services
Continuous cover,4035,2007-4,3,1,Other Soil Properties,Abiotic Factors,Soil moisture,"soil water content during dry spell, January 11",45 cm,0-60 cm,cm^3/cm^3,NA,mean,0,NA,NA,0.18,2,NA,NA,0.18,NA,monocrop,maize,intercrop,maize;cowpea,2,Legume & Non-Legume,Cereal,Uniform,Rainfed,Ecosystem Services
Continuous cover,4035,2007-4,2,1,Other Soil Properties,Abiotic Factors,Soil moisture,"soil water content during dry spell, November 15",80 cm,0-100 cm,cm^3/cm^3,NA,mean,0,NA,NA,0.19,2,NA,NA,0.2,NA,monocrop,maize,intercrop,maize;cowpea,2,Legume & Non-Legume,Cereal,Uniform,Rainfed,Ecosystem Services
Continuous cover,4035,2007-4,2,1,Other Soil Properties,Abiotic Factors,Soil moisture,"soil water content during dry spell, November 15",80 cm,0-100 cm,cm^3/cm^3,NA,mean,1,NA,NA,0.2,2,NA,NA,0.2,NA,monocrop,cowpea,intercrop,maize;cowpea,2,Legume & Non-Legume,Bean,Uniform,Rainfed,Ecosystem Services
Continuous cover,4035,2007-4,2,1,Other Soil Properties,Abiotic Factors,Soil moisture,"soil water content during dry spell, December 28",80 cm,0-100 cm,cm^3/cm^3,NA,mean,0,NA,NA,0.18,2,NA,NA,0.19,NA,monocrop,maize,intercrop,maize;cowpea,2,Legume & Non-Legume,Cereal,Uniform,Rainfed,Ecosystem Services
Continuous cover,4035,2007-4,2,1,Other Soil Properties,Abiotic Factors,Soil moisture,"soil water content during dry spell, December 28",80 cm,0-100 cm,cm^3/cm^3,NA,mean,1,NA,NA,0.18,2,NA,NA,0.19,NA,monocrop,cowpea,intercrop,maize;cowpea,2,Legume & Non-Legume,Bean,Uniform,Rainfed,Ecosystem Services
Continuous cover,4035,2007-4,2,1,Other Soil Properties,Abiotic Factors,Soil moisture,"soil water content during dry spell, November 29",80 cm,0-100 cm,cm^3/cm^3,NA,mean,0,NA,NA,0.18,2,NA,NA,0.19,NA,monocrop,maize,intercrop,maize;cowpea,2,Legume & Non-Legume,Cereal,Uniform,Rainfed,Ecosystem Services
Continuous cover,4035,2007-4,2,1,Other Soil Properties,Abiotic Factors,Soil moisture,"soil water content during dry spell, November 29",80 cm,0-100 cm,cm^3/cm^3,NA,mean,1,NA,NA,0.19,2,NA,NA,0.19,NA,monocrop,cowpea,intercrop,maize;cowpea,2,Legume & Non-Legume,Bean,Uniform,Rainfed,Ecosystem Services
Continuous cover,4035,2007-4,3,1,Other Soil Properties,Abiotic Factors,Soil moisture,"soil water content during dry spell, January 11",60 cm,0-60 cm,cm^3/cm^3,NA,mean,0,NA,NA,0.18,2,NA,NA,0.17,NA,monocrop,maize,intercrop,maize;cowpea,2,Legume & Non-Legume,Cereal,Uniform,Rainfed,Ecosystem Services
Continuous cover,4035,2007-4,3,1,Other Soil Properties,Abiotic Factors,Soil moisture,"soil water content during dry spell, January 11",80 cm,0-100 cm,cm^3/cm^3,NA,mean,0,NA,NA,0.18,2,NA,NA,0.18,NA,monocrop,maize,intercrop,maize;cowpea,2,Legume & Non-Legume,Cereal,Uniform,Rainfed,Ecosystem Services
Continuous cover,4035,2007-4,1,1,Crop Yields,Yields,Maize,"maize grain yields, short rains",NA,NA,Mg/ha,LSD,mean,0,NA,NA,1.47,2,NA,NA,1.01,0.05,monocrop,maize,intercrop,maize;cowpea,2,Legume & Non-Legume,Cereal,Uniform,Rainfed,Ecosystem Services
Continuous cover,4035,2007-4,2,1,Crop Yields,Yields,Maize,"maize grain yields, long rains",NA,NA,Mg/ha,LSD,mean,0,NA,NA,0.55,2,NA,NA,0.35,ns,monocrop,maize,intercrop,maize;cowpea,2,Legume & Non-Legume,Cereal,Uniform,Rainfed,Ecosystem Services
Continuous cover,4035,2007-4,2,1,Crop Yields,Yields,Maize,"maize grain yields, short rains",NA,NA,Mg/ha,LSD,mean,0,NA,NA,0.36,2,NA,NA,0.15,0.05,monocrop,maize,intercrop,maize;cowpea,2,Legume & Non-Legume,Cereal,Uniform,Rainfed,Ecosystem Services
Continuous cover,4035,2007-4,3,1,Crop Yields,Yields,Maize,"maize grain yields, short rains",NA,NA,Mg/ha,LSD,mean,0,NA,NA,1.17,2,NA,NA,0.64,0.05,monocrop,maize,intercrop,maize;cowpea,2,Legume & Non-Legume,Cereal,Uniform,Rainfed,Ecosystem Services
Continuous cover,4035,2007-4,1,1,Crop Yields,Yields,Cowpea,"cowpea grain yields, ox-plough tillage, short rains",NA,NA,Mg/ha,LSD,mean,1,3,NA,0.57,2,3,NA,0.15,NA,monocrop,cowpea,intercrop,maize;cowpea,2,Legume & Non-Legume,Bean,Uniform,Rainfed,Ecosystem Services
Continuous cover,4035,2007-4,1,1,Crop Yields,Yields,Cowpea,"cowpea grain yields, tied-ridge tillage, short rains",NA,NA,Mg/ha,LSD,mean,1,5,NA,0.41,2,5,NA,0.07,NA,monocrop,cowpea,intercrop,maize;cowpea,2,Legume & Non-Legume,Bean,Uniform,Rainfed,Ecosystem Services
